id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
328173,DDD,2013J,F,Scotland,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn
335018,DDD,2013J,F,London Region,Lower Than A Level,50-60%,0-35,1,100,N,Withdrawn
335910,DDD,2013J,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
337314,DDD,2013J,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn
341855,DDD,2013J,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
342176,DDD,2013J,M,West Midlands Region,Lower Than A Level,60-70%,35-55,2,60,N,Withdrawn
342483,DDD,2013J,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn
342697,DDD,2013J,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
348547,DDD,2013J,M,North Western Region,No Formal quals,10-20,0-35,0,120,N,Withdrawn
349710,DDD,2013J,M,South Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn
350164,DDD,2013J,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,Y,Withdrawn
350949,DDD,2013J,F,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn
352641,DDD,2013J,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
359855,DDD,2013J,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
361889,DDD,2013J,F,Wales,Lower Than A Level,50-60%,35-55,0,120,Y,Withdrawn
365239,DDD,2013J,F,South Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
365893,DDD,2013J,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
366267,DDD,2013J,F,North Region,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn
366535,DDD,2013J,F,Wales,A Level or Equivalent,40-50%,0-35,1,120,Y,Withdrawn
367045,DDD,2013J,M,Scotland,Lower Than A Level,80-90%,0-35,0,240,N,Withdrawn
370336,DDD,2013J,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,150,N,Withdrawn
370367,DDD,2013J,F,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn
370920,DDD,2013J,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
371362,DDD,2013J,F,South West Region,A Level or Equivalent,0-10%,0-35,2,60,N,Withdrawn
371679,DDD,2013J,F,South East Region,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn
373280,DDD,2013J,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
376067,DDD,2013J,M,North Western Region,A Level or Equivalent,20-30%,0-35,2,120,N,Withdrawn
381539,DDD,2013J,M,West Midlands Region,No Formal quals,0-10%,0-35,1,120,N,Withdrawn
383785,DDD,2013J,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
384153,DDD,2013J,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,165,N,Withdrawn
384999,DDD,2013J,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
385495,DDD,2013J,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn
386912,DDD,2013J,F,South West Region,A Level or Equivalent,10-20,0-35,0,90,Y,Withdrawn
387359,DDD,2013J,M,South East Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn
387453,DDD,2013J,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
390556,DDD,2013J,M,London Region,Post Graduate Qualification,10-20,35-55,0,60,N,Withdrawn
391638,DDD,2013J,F,South West Region,A Level or Equivalent,40-50%,0-35,1,60,N,Withdrawn
394076,DDD,2013J,F,South West Region,A Level or Equivalent,70-80%,35-55,1,60,N,Withdrawn
394951,DDD,2013J,F,South Region,Lower Than A Level,50-60%,0-35,1,60,N,Withdrawn
398529,DDD,2013J,M,Wales,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
399203,DDD,2013J,F,Wales,HE Qualification,40-50%,35-55,1,120,N,Withdrawn
399863,DDD,2013J,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,270,N,Withdrawn
400942,DDD,2013J,F,North Region,Lower Than A Level,,0-35,1,300,N,Withdrawn
401947,DDD,2013J,M,North Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
405784,DDD,2013J,F,Wales,HE Qualification,20-30%,0-35,1,110,N,Withdrawn
409056,DDD,2013J,F,West Midlands Region,HE Qualification,0-10%,35-55,2,60,N,Withdrawn
409794,DDD,2013J,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
410767,DDD,2013J,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,Y,Withdrawn
411730,DDD,2013J,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn
412175,DDD,2013J,M,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
414077,DDD,2013J,F,East Anglian Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
415151,DDD,2013J,M,East Midlands Region,Lower Than A Level,10-20,0-35,1,180,Y,Withdrawn
415187,DDD,2013J,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
418159,DDD,2013J,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
419822,DDD,2013J,F,North Western Region,Lower Than A Level,40-50%,35-55,0,90,N,Withdrawn
420650,DDD,2013J,F,London Region,A Level or Equivalent,10-20,0-35,0,180,N,Withdrawn
420745,DDD,2013J,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,1,150,N,Withdrawn
421301,DDD,2013J,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
423474,DDD,2013J,F,East Anglian Region,HE Qualification,30-40%,35-55,1,150,N,Withdrawn
425543,DDD,2013J,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
426097,DDD,2013J,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,Y,Withdrawn
427248,DDD,2013J,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Withdrawn
432624,DDD,2013J,M,Wales,Lower Than A Level,70-80%,0-35,2,60,N,Withdrawn
432968,DDD,2013J,F,London Region,Lower Than A Level,30-40%,0-35,0,180,N,Withdrawn
438290,DDD,2013J,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
442530,DDD,2013J,M,South East Region,Lower Than A Level,90-100%,0-35,0,120,Y,Withdrawn
443540,DDD,2013J,F,Wales,Lower Than A Level,40-50%,0-35,0,120,Y,Withdrawn
444541,DDD,2013J,F,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
444847,DDD,2013J,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn
445749,DDD,2013J,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
445785,DDD,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
446448,DDD,2013J,F,South West Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn
465399,DDD,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,3,60,Y,Withdrawn
465418,DDD,2013J,M,East Midlands Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn
466158,DDD,2013J,F,South Region,Lower Than A Level,30-40%,0-35,1,180,Y,Withdrawn
467776,DDD,2013J,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
468657,DDD,2013J,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,2,90,N,Withdrawn
469389,DDD,2013J,F,East Anglian Region,No Formal quals,70-80%,0-35,0,70,N,Withdrawn
470119,DDD,2013J,M,West Midlands Region,Lower Than A Level,40-50%,0-35,1,240,N,Withdrawn
473378,DDD,2013J,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
473406,DDD,2013J,M,Scotland,Lower Than A Level,90-100%,35-55,0,120,N,Withdrawn
473509,DDD,2013J,M,West Midlands Region,Lower Than A Level,90-100%,35-55,0,300,N,Withdrawn
473640,DDD,2013J,M,North Western Region,Lower Than A Level,0-10%,35-55,1,60,N,Withdrawn
474385,DDD,2013J,F,North Western Region,Lower Than A Level,50-60%,0-35,1,60,N,Withdrawn
474508,DDD,2013J,F,East Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn
476906,DDD,2013J,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
478289,DDD,2013J,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
478692,DDD,2013J,F,South Region,Lower Than A Level,80-90%,0-35,0,165,N,Withdrawn
478744,DDD,2013J,F,North Western Region,A Level or Equivalent,50-60%,0-35,2,60,N,Withdrawn
481863,DDD,2013J,F,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
482173,DDD,2013J,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
482635,DDD,2013J,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
484266,DDD,2013J,M,Scotland,Lower Than A Level,10-20,0-35,1,60,N,Withdrawn
484355,DDD,2013J,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,1,60,N,Withdrawn
484999,DDD,2013J,M,South Region,Lower Than A Level,70-80%,0-35,1,60,N,Withdrawn
485980,DDD,2013J,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,210,N,Withdrawn
486777,DDD,2013J,F,London Region,Lower Than A Level,10-20,0-35,0,180,N,Withdrawn
487556,DDD,2013J,M,East Midlands Region,HE Qualification,90-100%,0-35,0,60,N,Withdrawn
488550,DDD,2013J,F,Scotland,HE Qualification,20-30%,0-35,0,120,N,Withdrawn
488575,DDD,2013J,M,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
489150,DDD,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,1,60,N,Withdrawn
490164,DDD,2013J,F,South East Region,Lower Than A Level,90-100%,0-35,0,120,Y,Withdrawn
490297,DDD,2013J,M,Scotland,Lower Than A Level,10-20,0-35,0,150,Y,Withdrawn
490530,DDD,2013J,M,Wales,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn
490738,DDD,2013J,M,North Western Region,HE Qualification,90-100%,0-35,0,60,N,Withdrawn
491110,DDD,2013J,F,West Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn
491688,DDD,2013J,M,South East Region,Lower Than A Level,30-40%,0-35,1,210,Y,Withdrawn
491874,DDD,2013J,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
491912,DDD,2013J,M,East Anglian Region,No Formal quals,60-70%,0-35,0,120,N,Withdrawn
492552,DDD,2013J,M,Wales,A Level or Equivalent,40-50%,0-35,1,120,N,Withdrawn
492842,DDD,2013J,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,Y,Withdrawn
493147,DDD,2013J,F,South East Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn
493207,DDD,2013J,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
493876,DDD,2013J,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn
493879,DDD,2013J,M,Scotland,A Level or Equivalent,60-70%,0-35,1,120,Y,Withdrawn
494389,DDD,2013J,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Withdrawn
494722,DDD,2013J,F,Scotland,HE Qualification,80-90%,35-55,0,60,N,Withdrawn
494728,DDD,2013J,M,North Region,Lower Than A Level,30-40%,0-35,1,60,Y,Withdrawn
495115,DDD,2013J,F,East Midlands Region,Lower Than A Level,20-30%,0-35,1,60,Y,Withdrawn
495762,DDD,2013J,M,Wales,HE Qualification,60-70%,0-35,1,60,N,Withdrawn
496154,DDD,2013J,F,South Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn
496373,DDD,2013J,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
498793,DDD,2013J,M,Wales,Lower Than A Level,10-20,35-55,0,240,Y,Withdrawn
498877,DDD,2013J,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
498903,DDD,2013J,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
500339,DDD,2013J,M,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
500521,DDD,2013J,F,Scotland,Lower Than A Level,30-40%,0-35,0,90,Y,Withdrawn
500707,DDD,2013J,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,60,Y,Withdrawn
500785,DDD,2013J,F,South Region,A Level or Equivalent,50-60%,35-55,0,60,Y,Withdrawn
501488,DDD,2013J,F,North Western Region,A Level or Equivalent,20-30%,0-35,1,120,N,Withdrawn
501723,DDD,2013J,F,South Region,A Level or Equivalent,40-50%,0-35,1,120,N,Withdrawn
502051,DDD,2013J,F,South Region,Lower Than A Level,40-50%,35-55,0,90,N,Withdrawn
502057,DDD,2013J,F,London Region,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn
502207,DDD,2013J,M,North Region,A Level or Equivalent,40-50%,0-35,1,120,N,Withdrawn
502466,DDD,2013J,M,London Region,Lower Than A Level,0-10%,35-55,0,150,N,Withdrawn
504034,DDD,2013J,F,Ireland,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
504064,DDD,2013J,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,120,Y,Withdrawn
504552,DDD,2013J,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,90,N,Withdrawn
505142,DDD,2013J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
505209,DDD,2013J,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,240,N,Withdrawn
505561,DDD,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,Y,Withdrawn
506476,DDD,2013J,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn
506597,DDD,2013J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn
508227,DDD,2013J,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
508601,DDD,2013J,F,Scotland,HE Qualification,20-30%,35-55,0,180,N,Withdrawn
508615,DDD,2013J,M,London Region,HE Qualification,40-50%,0-35,1,120,N,Withdrawn
509416,DDD,2013J,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
509501,DDD,2013J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Withdrawn
511636,DDD,2013J,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,Y,Withdrawn
511890,DDD,2013J,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Withdrawn
512525,DDD,2013J,M,Wales,A Level or Equivalent,70-80%,0-35,0,90,Y,Withdrawn
513204,DDD,2013J,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
513356,DDD,2013J,M,North Region,Lower Than A Level,40-50%,0-35,1,120,N,Withdrawn
514218,DDD,2013J,F,South East Region,Lower Than A Level,90-100%,0-35,1,60,N,Withdrawn
514495,DDD,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn
514934,DDD,2013J,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
515247,DDD,2013J,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,150,N,Withdrawn
518194,DDD,2013J,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
518709,DDD,2013J,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
519100,DDD,2013J,F,South West Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn
519358,DDD,2013J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
519449,DDD,2013J,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,1,120,N,Withdrawn
522363,DDD,2013J,F,London Region,HE Qualification,20-30%,35-55,0,120,N,Withdrawn
522538,DDD,2013J,F,London Region,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn
522690,DDD,2013J,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,150,N,Withdrawn
523275,DDD,2013J,M,Ireland,A Level or Equivalent,10-20,0-35,1,120,N,Withdrawn
523583,DDD,2013J,F,London Region,A Level or Equivalent,20-30%,35-55,0,120,Y,Withdrawn
523632,DDD,2013J,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
523834,DDD,2013J,F,North Region,A Level or Equivalent,60-70%,35-55,0,90,N,Withdrawn
524261,DDD,2013J,F,Scotland,HE Qualification,0-10%,35-55,1,60,Y,Withdrawn
524730,DDD,2013J,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
525189,DDD,2013J,M,East Midlands Region,Lower Than A Level,90-100%,0-35,1,60,N,Withdrawn
525800,DDD,2013J,F,East Anglian Region,No Formal quals,10-20,0-35,1,60,N,Withdrawn
526098,DDD,2013J,M,North Region,Post Graduate Qualification,,0-35,0,150,N,Withdrawn
526659,DDD,2013J,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn
529073,DDD,2013J,M,North Western Region,Lower Than A Level,60-70%,0-35,0,100,N,Withdrawn
529670,DDD,2013J,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,1,60,N,Withdrawn
530270,DDD,2013J,M,South Region,A Level or Equivalent,50-60%,0-35,1,180,N,Withdrawn
530519,DDD,2013J,M,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
531234,DDD,2013J,F,West Midlands Region,Lower Than A Level,70-80%,35-55,0,120,N,Withdrawn
532683,DDD,2013J,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
532859,DDD,2013J,M,Scotland,HE Qualification,20-30%,0-35,0,180,N,Withdrawn
535220,DDD,2013J,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
535707,DDD,2013J,F,Ireland,A Level or Equivalent,10-20,0-35,1,90,N,Withdrawn
536210,DDD,2013J,M,Ireland,Lower Than A Level,0-10%,0-35,1,60,Y,Withdrawn
537652,DDD,2013J,F,South Region,Lower Than A Level,70-80%,35-55,1,90,N,Withdrawn
537691,DDD,2013J,F,North Region,Lower Than A Level,,0-35,0,90,N,Withdrawn
539872,DDD,2013J,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
542244,DDD,2013J,F,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
542321,DDD,2013J,M,North Region,HE Qualification,0-10%,35-55,1,60,N,Withdrawn
544031,DDD,2013J,M,South West Region,A Level or Equivalent,50-60%,35-55,0,180,N,Withdrawn
544155,DDD,2013J,M,North Western Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
544499,DDD,2013J,F,Wales,Lower Than A Level,10-20,0-35,1,180,N,Withdrawn
544587,DDD,2013J,F,South East Region,Lower Than A Level,90-100%,35-55,0,120,Y,Withdrawn
544649,DDD,2013J,M,North Region,Lower Than A Level,,35-55,1,60,N,Withdrawn
546403,DDD,2013J,M,North Western Region,Lower Than A Level,60-70%,0-35,1,180,N,Withdrawn
546809,DDD,2013J,F,South Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
547378,DDD,2013J,M,Wales,A Level or Equivalent,0-10%,0-35,1,120,N,Withdrawn
548825,DDD,2013J,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn
548851,DDD,2013J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
549160,DDD,2013J,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
549337,DDD,2013J,M,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
549424,DDD,2013J,M,South Region,Post Graduate Qualification,90-100%,35-55,1,60,N,Withdrawn
549601,DDD,2013J,M,West Midlands Region,Lower Than A Level,20-30%,35-55,0,60,Y,Withdrawn
550142,DDD,2013J,F,South East Region,A Level or Equivalent,40-50%,0-35,1,60,N,Withdrawn
550380,DDD,2013J,M,Scotland,Lower Than A Level,70-80%,35-55,0,120,N,Withdrawn
551674,DDD,2013J,F,London Region,A Level or Equivalent,30-40%,0-35,1,120,N,Withdrawn
551774,DDD,2013J,M,London Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
552003,DDD,2013J,F,London Region,A Level or Equivalent,90-100%,35-55,0,120,N,Withdrawn
552192,DDD,2013J,M,East Midlands Region,Lower Than A Level,20-30%,0-35,1,90,N,Withdrawn
553170,DDD,2013J,F,North Region,Post Graduate Qualification,,0-35,0,90,N,Withdrawn
553992,DDD,2013J,M,North Region,Lower Than A Level,40-50%,0-35,0,210,N,Withdrawn
555422,DDD,2013J,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,180,N,Withdrawn
555636,DDD,2013J,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,240,N,Withdrawn
556751,DDD,2013J,M,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
556821,DDD,2013J,M,Wales,Lower Than A Level,40-50%,0-35,0,220,N,Withdrawn
557247,DDD,2013J,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,60,Y,Withdrawn
557320,DDD,2013J,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,Y,Withdrawn
558029,DDD,2013J,M,Scotland,HE Qualification,60-70%,35-55,0,120,N,Withdrawn
558052,DDD,2013J,F,North Western Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
559547,DDD,2013J,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn
559735,DDD,2013J,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn
559855,DDD,2013J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
560423,DDD,2013J,M,North Region,HE Qualification,,35-55,0,120,N,Withdrawn
560870,DDD,2013J,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
561823,DDD,2013J,M,South East Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
561905,DDD,2013J,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn
562096,DDD,2013J,F,North Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn
562100,DDD,2013J,M,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,Y,Withdrawn
562287,DDD,2013J,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Withdrawn
562490,DDD,2013J,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn
562548,DDD,2013J,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
562561,DDD,2013J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
562585,DDD,2013J,F,South East Region,No Formal quals,60-70%,0-35,0,90,N,Withdrawn
562758,DDD,2013J,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,180,Y,Withdrawn
562929,DDD,2013J,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn
563503,DDD,2013J,M,North Western Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
563718,DDD,2013J,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
563847,DDD,2013J,F,Ireland,Lower Than A Level,20-30%,0-35,0,75,N,Withdrawn
563888,DDD,2013J,F,South West Region,HE Qualification,10-20,0-35,0,90,N,Withdrawn
564325,DDD,2013J,F,North Western Region,Lower Than A Level,30-40%,0-35,0,120,Y,Withdrawn
565662,DDD,2013J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
566134,DDD,2013J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
566445,DDD,2013J,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
566482,DDD,2013J,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
566553,DDD,2013J,F,Scotland,HE Qualification,70-80%,35-55,0,90,N,Withdrawn
566704,DDD,2013J,F,Wales,HE Qualification,20-30%,35-55,0,90,N,Withdrawn
567176,DDD,2013J,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
567246,DDD,2013J,M,South East Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn
568045,DDD,2013J,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn
568296,DDD,2013J,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,150,N,Withdrawn
568580,DDD,2013J,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
568741,DDD,2013J,F,South Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn
569743,DDD,2013J,F,East Anglian Region,HE Qualification,30-40%,0-35,0,120,N,Withdrawn
569857,DDD,2013J,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
569891,DDD,2013J,M,South West Region,HE Qualification,80-90%,0-35,0,90,N,Withdrawn
570319,DDD,2013J,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Withdrawn
570401,DDD,2013J,F,North Region,Lower Than A Level,,0-35,0,120,N,Withdrawn
571000,DDD,2013J,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,195,N,Withdrawn
571382,DDD,2013J,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
571682,DDD,2013J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Withdrawn
571950,DDD,2013J,M,North Western Region,No Formal quals,0-10%,35-55,0,90,N,Withdrawn
572038,DDD,2013J,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
572087,DDD,2013J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
572089,DDD,2013J,M,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
572143,DDD,2013J,M,South East Region,A Level or Equivalent,20-30%,35-55,0,120,Y,Withdrawn
572281,DDD,2013J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,120,Y,Withdrawn
572548,DDD,2013J,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
572567,DDD,2013J,F,North Region,Lower Than A Level,80-90%,0-35,0,150,N,Withdrawn
572620,DDD,2013J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,150,N,Withdrawn
572698,DDD,2013J,F,North Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
572880,DDD,2013J,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Withdrawn
572900,DDD,2013J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
572949,DDD,2013J,M,South East Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn
573235,DDD,2013J,M,Scotland,HE Qualification,60-70%,0-35,0,120,N,Withdrawn
573284,DDD,2013J,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,210,N,Withdrawn
573307,DDD,2013J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn
573541,DDD,2013J,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn
