,id_student,code_module_x,code_presentation,final_result,activity_type,id_site,num_of_prev_attempts,studied_credits,sum
43208,2552472,AAA,2013J,Withdrawn,oucontent,546671,0,120,1
13774,277880,AAA,2013J,Withdrawn,oucontent,546686,0,60,10
34693,1970390,AAA,2013J,Withdrawn,oucontent,877079,0,60,19
21632,369834,AAA,2014J,Withdrawn,forumng,877025,0,60,19
18621,331358,AAA,2013J,Withdrawn,oucontent,877059,0,60,15
11305,235507,AAA,2013J,Withdrawn,url,877383,0,240,1
37858,2255601,AAA,2013J,Withdrawn,oucontent,546728,0,120,2
19430,335764,AAA,2013J,Withdrawn,resource,877138,0,60,1
31553,1456619,AAA,2014J,Withdrawn,resource,546989,1,60,1
2376,79403,AAA,2014J,Withdrawn,url,877399,0,60,25
11286,235507,AAA,2013J,Withdrawn,resource,547013,0,240,1
13839,277880,AAA,2014J,Withdrawn,oucontent,546685,1,120,17
2667,94961,AAA,2013J,Withdrawn,forumng,877012,0,60,106
28652,628312,AAA,2014J,Withdrawn,resource,877211,0,120,2
1810,65002,AAA,2013J,Withdrawn,forumng,546659,0,60,6
40187,2429854,AAA,2013J,Withdrawn,oucontent,546739,0,120,7
7236,155984,AAA,2013J,Withdrawn,oucontent,877052,0,60,20
37860,2255601,AAA,2013J,Withdrawn,oucontent,546732,0,120,85
3396,106247,AAA,2013J,Withdrawn,oucontent,546719,0,60,11
43207,2552472,AAA,2013J,Withdrawn,oucontent,546670,0,120,2
19840,342007,AAA,2013J,Withdrawn,oucontent,877032,0,60,65
28349,603861,AAA,2013J,Withdrawn,oucontent,546680,0,60,6
37848,2255601,AAA,2013J,Withdrawn,oucontent,546711,0,120,1
6974,151587,AAA,2014J,Withdrawn,oucontent,877066,0,120,5
7652,159954,AAA,2014J,Withdrawn,forumng,546650,1,60,3
40201,2429854,AAA,2013J,Withdrawn,resource,547017,0,120,1
5456,135400,AAA,2013J,Withdrawn,oucontent,546739,0,60,2
29375,721259,AAA,2013J,Withdrawn,oucontent,546714,0,120,15
21003,354858,AAA,2013J,Withdrawn,subpage,546876,0,120,2
28184,593846,AAA,2014J,Withdrawn,resource,877211,0,120,1
4774,129955,AAA,2013J,Withdrawn,homepage,546614,0,60,301
1825,65002,AAA,2013J,Withdrawn,oucontent,546733,0,60,11
28838,648130,AAA,2014J,Withdrawn,oucontent,877056,0,240,5
5411,135335,AAA,2013J,Withdrawn,oucontent,546669,0,180,3
18685,331358,AAA,2013J,Withdrawn,resource,546996,0,60,2
4929,129955,AAA,2014J,Withdrawn,resource,547009,1,60,1
6993,152668,AAA,2014J,Withdrawn,oucontent,877033,0,60,3
7259,155984,AAA,2013J,Withdrawn,oucontent,877082,0,60,9
41885,2507842,AAA,2014J,Withdrawn,oucontent,877065,0,60,27
30784,1183831,AAA,2014J,Withdrawn,oucontent,877098,0,60,15
7544,158707,AAA,2014J,Withdrawn,subpage,877128,0,60,94
19841,342007,AAA,2013J,Withdrawn,oucontent,877033,0,60,24
30093,969076,AAA,2013J,Withdrawn,resource,547001,0,180,1
18666,331358,AAA,2013J,Withdrawn,resource,546928,0,60,1
33782,1839386,AAA,2014J,Withdrawn,oucontent,877074,0,60,5
11272,235507,AAA,2013J,Withdrawn,oucontent,877084,0,240,1
19266,334333,AAA,2013J,Withdrawn,url,546883,0,240,5
32800,1686551,AAA,2014J,Withdrawn,forumng,877012,0,60,60
37811,2255601,AAA,2013J,Withdrawn,glossary,546660,0,120,2
38811,2358969,AAA,2013J,Withdrawn,homepage,877030,0,180,487
11255,235507,AAA,2013J,Withdrawn,oucontent,877052,0,240,35
5891,141377,AAA,2013J,Withdrawn,oucontent,877078,0,345,1
18701,331358,AAA,2013J,Withdrawn,resource,547030,0,60,1
6624,148993,AAA,2013J,Withdrawn,oucontent,546682,0,60,3
26069,470588,AAA,2014J,Withdrawn,oucontent,546731,1,60,15
31008,1352868,AAA,2013J,Withdrawn,subpage,877128,0,60,44
4768,129955,AAA,2013J,Withdrawn,forumng,546650,0,60,1
36310,2139353,AAA,2013J,Withdrawn,oucontent,877073,0,120,2
28191,593846,AAA,2014J,Withdrawn,subpage,877135,0,120,3
34671,1970390,AAA,2013J,Withdrawn,oucontent,877049,0,60,3
29506,721259,AAA,2014J,Withdrawn,resource,547028,1,60,1
28671,630142,AAA,2014J,Withdrawn,oucontent,877051,0,120,3
38262,2312620,AAA,2013J,Withdrawn,url,546883,0,60,27
28165,593846,AAA,2014J,Withdrawn,oucontent,877064,0,120,2
19883,342007,AAA,2013J,Withdrawn,oucontent,877094,0,60,28
37102,2168833,AAA,2014J,Withdrawn,oucontent,877079,0,60,10
41069,2470694,AAA,2013J,Withdrawn,subpage,546876,0,60,11
33317,1758449,AAA,2013J,Withdrawn,oucontent,546681,0,75,46
6988,152668,AAA,2014J,Withdrawn,forumng,877023,0,60,4
19362,335764,AAA,2013J,Withdrawn,oucontent,546671,0,60,4
7006,152668,AAA,2014J,Withdrawn,oucontent,877058,0,60,6
28372,603861,AAA,2013J,Withdrawn,oucontent,546733,0,60,21
21669,369834,AAA,2014J,Withdrawn,oucontent,877081,0,60,4
38277,2318055,AAA,2013J,Withdrawn,oucollaborate,877379,0,60,1
30793,1183831,AAA,2014J,Withdrawn,resource,877155,0,60,1
30921,1352868,AAA,2013J,Withdrawn,forumng,546657,0,60,15
22347,383180,AAA,2014J,Withdrawn,oucontent,877085,0,60,20
33318,1758449,AAA,2013J,Withdrawn,oucontent,546682,0,75,19
2371,79403,AAA,2014J,Withdrawn,resource,877241,0,60,1
29096,696578,AAA,2014J,Withdrawn,homepage,877030,0,60,466
39636,2391984,AAA,2013J,Withdrawn,oucontent,546688,0,60,3
10026,195262,AAA,2013J,Withdrawn,subpage,546876,0,60,34
7505,158707,AAA,2014J,Withdrawn,oucontent,877051,0,60,55
41026,2470694,AAA,2013J,Withdrawn,oucontent,877079,0,60,5
42856,2546445,AAA,2014J,Withdrawn,oucontent,877037,0,60,25
10327,202635,AAA,2013J,Withdrawn,oucontent,546714,0,60,1
28155,593846,AAA,2014J,Withdrawn,oucontent,877040,0,120,16
32887,1689639,AAA,2014J,Withdrawn,resource,877241,0,60,2
32855,1689639,AAA,2014J,Withdrawn,oucontent,877038,0,60,4
34642,1970390,AAA,2013J,Withdrawn,oucontent,546717,0,60,20
24968,415969,AAA,2013J,Withdrawn,oucontent,877038,0,90,1
19905,342007,AAA,2013J,Withdrawn,resource,877241,0,60,2
30799,1183831,AAA,2014J,Withdrawn,resource,877182,0,60,1
28499,608440,AAA,2014J,Withdrawn,oucontent,877049,0,120,1
4841,129955,AAA,2013J,Withdrawn,resource,546986,0,60,1
7230,155984,AAA,2013J,Withdrawn,oucontent,877042,0,60,6
29369,721259,AAA,2013J,Withdrawn,oucontent,546662,0,120,63
40205,2429854,AAA,2013J,Withdrawn,subpage,877128,0,120,29
13575,274947,AAA,2014J,Withdrawn,oucontent,877066,0,120,1
36995,2158196,AAA,2014J,Withdrawn,resource,877196,0,120,2
37832,2255601,AAA,2013J,Withdrawn,oucontent,546685,0,120,2
7497,158707,AAA,2014J,Withdrawn,oucontent,877038,0,60,1
29465,721259,AAA,2014J,Withdrawn,oucontent,546681,1,60,17
19852,342007,AAA,2013J,Withdrawn,oucontent,877052,0,60,51
25459,440319,AAA,2014J,Withdrawn,oucontent,877079,0,60,10
39629,2391984,AAA,2013J,Withdrawn,oucontent,546670,0,60,6
10007,195262,AAA,2013J,Withdrawn,oucontent,546731,0,60,38
36973,2158196,AAA,2014J,Withdrawn,oucontent,877040,0,120,18
11230,235507,AAA,2013J,Withdrawn,oucollaborate,877379,0,240,1
41043,2470694,AAA,2013J,Withdrawn,resource,546972,0,60,1
30744,1183831,AAA,2014J,Withdrawn,oucontent,877052,0,60,61
37884,2255601,AAA,2013J,Withdrawn,url,546903,0,120,1
27471,561467,AAA,2014J,Withdrawn,oucontent,877045,0,90,17
22241,381642,AAA,2014J,Withdrawn,oucontent,877075,0,60,13
37844,2255601,AAA,2013J,Withdrawn,oucontent,546700,0,120,40
19386,335764,AAA,2013J,Withdrawn,oucontent,546734,0,60,36
11302,235507,AAA,2013J,Withdrawn,subpage,877134,0,240,7
2583,87431,AAA,2014J,Withdrawn,oucontent,877084,0,60,2
32835,1686551,AAA,2014J,Withdrawn,subpage,877129,0,60,1
19441,335764,AAA,2013J,Withdrawn,subpage,546879,0,60,41
37814,2255601,AAA,2013J,Withdrawn,oucontent,546662,0,120,135
10315,202635,AAA,2013J,Withdrawn,oucontent,546670,0,60,1
30769,1183831,AAA,2014J,Withdrawn,oucontent,877080,0,60,13
13596,275674,AAA,2014J,Withdrawn,glossary,877028,0,60,1
7503,158707,AAA,2014J,Withdrawn,oucontent,877046,0,60,18
28802,642878,AAA,2014J,Withdrawn,oucontent,877073,0,60,1
43952,2576122,AAA,2013J,Withdrawn,resource,547013,0,60,1
4403,119902,AAA,2014J,Withdrawn,oucontent,877077,0,60,6
43180,2551932,AAA,2014J,Withdrawn,oucontent,877081,0,60,4
31199,1398979,AAA,2014J,Withdrawn,resource,877172,0,60,1
19366,335764,AAA,2013J,Withdrawn,oucontent,546681,0,60,7
25478,440319,AAA,2014J,Withdrawn,subpage,877128,0,60,14
32844,1689639,AAA,2014J,Withdrawn,forumng,877023,0,60,24
30831,1183831,AAA,2014J,Withdrawn,subpage,877128,0,60,48
18566,331358,AAA,2013J,Withdrawn,oucontent,546675,0,60,12
29433,721259,AAA,2013J,Withdrawn,subpage,877134,0,120,48
7717,159954,AAA,2014J,Withdrawn,oucontent,877064,1,60,4
22329,383180,AAA,2014J,Withdrawn,oucontent,877043,0,60,3
31501,1456619,AAA,2014J,Withdrawn,forumng,546652,1,60,54
31471,1456619,AAA,2013J,Withdrawn,resource,546948,0,60,1
2360,79403,AAA,2014J,Withdrawn,oucontent,877087,0,60,10
45420,2630087,AAA,2014J,Withdrawn,resource,877211,0,210,2
2564,87431,AAA,2014J,Withdrawn,oucontent,877038,0,60,9
18539,331358,AAA,2013J,Withdrawn,dataplus,877422,0,60,4
7270,155984,AAA,2013J,Withdrawn,oucontent,877095,0,60,5
21634,369834,AAA,2014J,Withdrawn,oucontent,877031,0,60,2
32813,1686551,AAA,2014J,Withdrawn,oucontent,877049,0,60,5
38298,2318055,AAA,2013J,Withdrawn,oucontent,877061,0,60,13
5853,141377,AAA,2013J,Withdrawn,oucontent,546667,0,345,21
24931,415969,AAA,2013J,Withdrawn,forumng,546654,0,90,11
31450,1456619,AAA,2013J,Withdrawn,oucontent,877044,0,60,8
33356,1758449,AAA,2013J,Withdrawn,url,546900,0,75,5
38310,2318055,AAA,2013J,Withdrawn,oucontent,877081,0,60,47
5424,135335,AAA,2014J,Withdrawn,oucontent,546681,1,120,7
19447,335764,AAA,2013J,Withdrawn,url,546883,0,60,48
34735,1970390,AAA,2013J,Withdrawn,subpage,546874,0,60,4
7723,159954,AAA,2014J,Withdrawn,oucontent,877081,1,60,27
43176,2551932,AAA,2014J,Withdrawn,oucontent,877074,0,60,2
38293,2318055,AAA,2013J,Withdrawn,oucontent,877054,0,60,2
13771,277880,AAA,2013J,Withdrawn,oucontent,546683,0,60,14
34706,1970390,AAA,2013J,Withdrawn,resource,546911,0,60,4
9589,188278,AAA,2013J,Withdrawn,oucontent,546700,0,120,2
8955,181316,AAA,2013J,Withdrawn,glossary,546660,0,120,1
9576,188278,AAA,2013J,Withdrawn,homepage,877030,0,120,768
16690,305539,AAA,2013J,Withdrawn,homepage,546614,0,120,22
9582,188278,AAA,2013J,Withdrawn,oucontent,546669,0,120,31
32823,1686551,AAA,2014J,Withdrawn,oucontent,877079,0,60,14
32888,1689639,AAA,2014J,Withdrawn,resource,877266,0,60,1
41888,2507842,AAA,2014J,Withdrawn,oucontent,877071,0,60,1
6976,151587,AAA,2014J,Withdrawn,oucontent,877069,0,120,2
30743,1183831,AAA,2014J,Withdrawn,oucontent,877051,0,60,50
25964,468694,AAA,2014J,Withdrawn,oucontent,877085,0,120,29
29410,721259,AAA,2013J,Withdrawn,resource,547009,0,120,1
7515,158707,AAA,2014J,Withdrawn,oucontent,877069,0,60,5
9977,195262,AAA,2013J,Withdrawn,oucontent,546669,0,60,9
23108,390890,AAA,2013J,Withdrawn,resource,877241,0,90,2
36978,2158196,AAA,2014J,Withdrawn,oucontent,877052,0,120,9
31475,1456619,AAA,2013J,Withdrawn,resource,546989,0,60,1
4909,129955,AAA,2014J,Withdrawn,oucontent,877058,1,60,11
1824,65002,AAA,2013J,Withdrawn,oucontent,546732,0,60,3
30786,1183831,AAA,2014J,Withdrawn,oucontent,877100,0,60,4
31503,1456619,AAA,2014J,Withdrawn,forumng,546657,1,60,65
12802,260355,AAA,2013J,Withdrawn,oucontent,546687,0,60,21
28873,676546,AAA,2014J,Withdrawn,oucontent,877067,0,120,1
28351,603861,AAA,2013J,Withdrawn,oucontent,546682,0,60,4
28430,603861,AAA,2014J,Withdrawn,oucontent,546716,1,60,4
22892,387954,AAA,2014J,Withdrawn,subpage,877128,0,60,4
25996,470588,AAA,2013J,Withdrawn,homepage,877030,0,60,95
38867,2358969,AAA,2013J,Withdrawn,oucontent,877095,0,180,11
28669,630142,AAA,2014J,Withdrawn,oucontent,877045,0,120,15
33309,1758449,AAA,2013J,Withdrawn,oucontent,546670,0,75,3
7559,159954,AAA,2013J,Withdrawn,forumng,877026,0,60,6
30997,1352868,AAA,2013J,Withdrawn,resource,877152,0,60,1
30795,1183831,AAA,2014J,Withdrawn,resource,877158,0,60,2
40999,2470694,AAA,2013J,Withdrawn,oucontent,546716,0,60,11
4924,129955,AAA,2014J,Withdrawn,oucontent,877094,1,60,21
26993,522482,AAA,2014J,Withdrawn,oucontent,877043,0,90,2
31204,1398979,AAA,2014J,Withdrawn,resource,877196,0,60,3
13850,277880,AAA,2014J,Withdrawn,oucontent,546721,1,120,27
21667,369834,AAA,2014J,Withdrawn,oucontent,877079,0,60,20
38223,2312620,AAA,2013J,Withdrawn,oucontent,546695,0,60,10
13770,277880,AAA,2013J,Withdrawn,oucontent,546681,0,60,35
5909,141377,AAA,2013J,Withdrawn,resource,1010323,0,345,3
28362,603861,AAA,2013J,Withdrawn,oucontent,546702,0,60,19
43189,2551932,AAA,2014J,Withdrawn,resource,877142,0,60,1
42930,2546445,AAA,2014J,Withdrawn,subpage,877135,0,60,29
9971,195262,AAA,2013J,Withdrawn,oucollaborate,547067,0,60,1
37799,2255601,AAA,2013J,Withdrawn,forumng,546645,0,120,28
31469,1456619,AAA,2013J,Withdrawn,resource,546911,0,60,1
2554,87431,AAA,2014J,Withdrawn,forumng,877012,0,60,16
35519,2065691,AAA,2013J,Withdrawn,oucontent,546665,0,330,1
12840,260355,AAA,2014J,Withdrawn,oucontent,546696,1,120,32
31459,1456619,AAA,2013J,Withdrawn,oucontent,877063,0,60,3
42800,2540168,AAA,2014J,Withdrawn,oucontent,877071,0,60,1
2711,94961,AAA,2013J,Withdrawn,resource,546948,0,60,1
28434,603861,AAA,2014J,Withdrawn,oucontent,546731,1,60,21
4838,129955,AAA,2013J,Withdrawn,oucontent,877095,0,60,8
22342,383180,AAA,2014J,Withdrawn,oucontent,877074,0,60,8
6660,148993,AAA,2013J,Withdrawn,oucontent,877038,0,60,5
43655,2569324,AAA,2013J,Withdrawn,forumng,877025,0,120,2
8959,181316,AAA,2013J,Withdrawn,oucontent,546668,0,120,2
10002,195262,AAA,2013J,Withdrawn,oucontent,546719,0,60,19
22893,387954,AAA,2014J,Withdrawn,subpage,877134,0,60,8
4434,119902,AAA,2014J,Withdrawn,url,877399,0,60,87
30811,1183831,AAA,2014J,Withdrawn,resource,877216,0,60,1
9979,195262,AAA,2013J,Withdrawn,oucontent,546671,0,60,5
18622,331358,AAA,2013J,Withdrawn,oucontent,877060,0,60,8
6677,148993,AAA,2013J,Withdrawn,oucontent,877077,0,60,2
41871,2507842,AAA,2014J,Withdrawn,forumng,877026,0,60,25
2323,79403,AAA,2014J,Withdrawn,oucontent,877032,0,60,106
32801,1686551,AAA,2014J,Withdrawn,forumng,877015,0,60,12
35614,2073016,AAA,2013J,Withdrawn,resource,546911,0,60,1
4913,129955,AAA,2014J,Withdrawn,oucontent,877069,1,60,2
2367,79403,AAA,2014J,Withdrawn,oucontent,877098,0,60,18
36282,2139353,AAA,2013J,Withdrawn,oucontent,546734,0,120,40
13621,275674,AAA,2014J,Withdrawn,oucontent,877067,0,60,31
2719,94961,AAA,2013J,Withdrawn,subpage,546876,0,60,23
20620,348275,AAA,2014J,Withdrawn,resource,877138,0,120,2
25441,440319,AAA,2014J,Withdrawn,homepage,877030,0,60,115
6584,147793,AAA,2013J,Withdrawn,subpage,546871,0,90,5
9640,188278,AAA,2013J,Withdrawn,oucontent,877080,0,120,21
33352,1758449,AAA,2013J,Withdrawn,subpage,546876,0,75,50
39920,2411778,AAA,2013J,Withdrawn,oucontent,546723,0,120,51
28814,642878,AAA,2014J,Withdrawn,subpage,877132,0,60,1
26000,470588,AAA,2013J,Withdrawn,oucontent,546669,0,60,45
5902,141377,AAA,2013J,Withdrawn,oucontent,877093,0,345,1
27495,561467,AAA,2014J,Withdrawn,subpage,877135,0,90,2
42922,2546445,AAA,2014J,Withdrawn,resource,877256,0,60,1
42904,2546445,AAA,2014J,Withdrawn,resource,877172,0,60,1
40192,2429854,AAA,2013J,Withdrawn,oucontent,877053,0,120,17
19910,342007,AAA,2013J,Withdrawn,subpage,546876,0,60,40
11308,235507,AAA,2013J,Withdrawn,url,877398,0,240,1
31429,1456619,AAA,2013J,Withdrawn,forumng,877025,0,60,28
38838,2358969,AAA,2013J,Withdrawn,oucontent,877045,0,180,23
6706,148993,AAA,2013J,Withdrawn,subpage,877135,0,60,10
8965,181316,AAA,2013J,Withdrawn,oucontent,546701,0,120,1
31121,1398979,AAA,2014J,Withdrawn,forumng,877025,0,60,449
25451,440319,AAA,2014J,Withdrawn,oucontent,877051,0,60,25
30830,1183831,AAA,2014J,Withdrawn,resource,877263,0,60,1
2680,94961,AAA,2013J,Withdrawn,oucontent,546681,0,60,7
41050,2470694,AAA,2013J,Withdrawn,resource,547001,0,60,1
40977,2470694,AAA,2013J,Withdrawn,oucontent,546678,0,60,3
41867,2507842,AAA,2014J,Withdrawn,forumng,877012,0,60,6
41038,2470694,AAA,2013J,Withdrawn,resource,546935,0,60,2
36315,2139353,AAA,2013J,Withdrawn,oucontent,877080,0,120,49
9669,188278,AAA,2013J,Withdrawn,subpage,546874,0,120,5
2322,79403,AAA,2014J,Withdrawn,oucontent,877031,0,60,14
40195,2429854,AAA,2013J,Withdrawn,oucontent,877079,0,120,46
42917,2546445,AAA,2014J,Withdrawn,resource,877237,0,60,1
26082,470588,AAA,2014J,Withdrawn,oucontent,877058,1,60,9
18744,331358,AAA,2013J,Withdrawn,subpage,877135,0,60,35
19777,341876,AAA,2014J,Withdrawn,resource,877197,0,120,1
35604,2073016,AAA,2013J,Withdrawn,oucontent,546739,0,60,1
38805,2358969,AAA,2013J,Withdrawn,forumng,877015,0,180,128
38206,2312620,AAA,2013J,Withdrawn,oucontent,546674,0,60,14
40995,2470694,AAA,2013J,Withdrawn,oucontent,546700,0,60,2
25696,442442,AAA,2013J,Withdrawn,resource,546954,0,120,1
25943,468694,AAA,2014J,Withdrawn,oucontent,877040,0,120,45
33292,1758449,AAA,2013J,Withdrawn,forumng,546645,0,75,126
32796,1686521,AAA,2013J,Withdrawn,url,546883,0,60,22
11252,235507,AAA,2013J,Withdrawn,oucontent,877045,0,240,26
5468,135400,AAA,2013J,Withdrawn,oucontent,877079,0,60,13
24975,415969,AAA,2013J,Withdrawn,oucontent,877080,0,90,2
18645,331358,AAA,2013J,Withdrawn,oucontent,877091,0,60,39
22223,381642,AAA,2014J,Withdrawn,oucontent,877039,0,60,8
36986,2158196,AAA,2014J,Withdrawn,oucontent,877081,0,120,1
4834,129955,AAA,2013J,Withdrawn,oucontent,877089,0,60,52
42890,2546445,AAA,2014J,Withdrawn,oucontent,877093,0,60,24
38898,2358969,AAA,2013J,Withdrawn,url,546900,0,180,1
4867,129955,AAA,2014J,Withdrawn,oucontent,546668,1,60,4
33298,1758449,AAA,2013J,Withdrawn,forumng,546657,0,75,402
31566,1456619,AAA,2014J,Withdrawn,resource,877237,1,60,4
33360,1763015,AAA,2013J,Withdrawn,homepage,546614,0,60,74
7482,158707,AAA,2014J,Withdrawn,dataplus,877421,0,60,3
37972,2273119,AAA,2014J,Withdrawn,oucontent,877081,0,60,16
18547,331358,AAA,2013J,Withdrawn,forumng,546659,0,60,40
30949,1352868,AAA,2013J,Withdrawn,oucontent,546719,0,60,22
12830,260355,AAA,2014J,Withdrawn,oucontent,546672,1,120,1
23100,390890,AAA,2013J,Withdrawn,resource,877138,0,90,1
30926,1352868,AAA,2013J,Withdrawn,forumng,877015,0,60,59
29399,721259,AAA,2013J,Withdrawn,oucontent,877085,0,120,35
10343,202635,AAA,2013J,Withdrawn,subpage,546879,0,60,22
27537,568601,AAA,2013J,Withdrawn,oucontent,546714,0,60,27
19894,342007,AAA,2013J,Withdrawn,resource,877138,0,60,7
9666,188278,AAA,2013J,Withdrawn,resource,1010323,0,120,4
36354,2139353,AAA,2013J,Withdrawn,url,546903,0,120,3
13607,275674,AAA,2014J,Withdrawn,oucontent,877040,0,60,56
43198,2552472,AAA,2013J,Withdrawn,forumng,546645,0,120,16
9998,195262,AAA,2013J,Withdrawn,oucontent,546702,0,60,37
18670,331358,AAA,2013J,Withdrawn,resource,546952,0,60,1
20639,348275,AAA,2014J,Withdrawn,url,877402,0,120,1
29501,721259,AAA,2014J,Withdrawn,resource,546983,1,60,3
24998,415969,AAA,2013J,Withdrawn,url,546883,0,90,25
25680,442442,AAA,2013J,Withdrawn,oucontent,546702,0,120,14
36324,2139353,AAA,2013J,Withdrawn,oucontent,877095,0,120,13
32824,1686551,AAA,2014J,Withdrawn,oucontent,877081,0,60,2
7704,159954,AAA,2014J,Withdrawn,oucontent,546737,1,60,18
37820,2255601,AAA,2013J,Withdrawn,oucontent,546670,0,120,7
11269,235507,AAA,2013J,Withdrawn,oucontent,877076,0,240,9
38302,2318055,AAA,2013J,Withdrawn,oucontent,877069,0,60,17
7600,159954,AAA,2013J,Withdrawn,oucontent,546734,0,60,30
22258,381642,AAA,2014J,Withdrawn,subpage,877128,0,60,65
5419,135335,AAA,2013J,Withdrawn,subpage,877128,0,180,1
45411,2630087,AAA,2014J,Withdrawn,forumng,877025,0,210,11
30920,1352868,AAA,2013J,Withdrawn,forumng,546654,0,60,18
36266,2139353,AAA,2013J,Withdrawn,oucontent,546692,0,120,23
1829,65002,AAA,2013J,Withdrawn,resource,547013,0,60,1
25434,440319,AAA,2014J,Withdrawn,forumng,877012,0,60,81
37831,2255601,AAA,2013J,Withdrawn,oucontent,546684,0,120,75
4421,119902,AAA,2014J,Withdrawn,resource,877211,0,60,1
30995,1352868,AAA,2013J,Withdrawn,oucontent,877098,0,60,16
36301,2139353,AAA,2013J,Withdrawn,oucontent,877059,0,120,54
4829,129955,AAA,2013J,Withdrawn,oucontent,877076,0,60,7
38888,2358969,AAA,2013J,Withdrawn,subpage,546874,0,180,1
19847,342007,AAA,2013J,Withdrawn,oucontent,877043,0,60,8
28500,608440,AAA,2014J,Withdrawn,oucontent,877053,0,120,39
36329,2139353,AAA,2013J,Withdrawn,resource,547001,0,120,2
7645,159954,AAA,2013J,Withdrawn,subpage,877135,0,60,25
24989,415969,AAA,2013J,Withdrawn,resource,877220,0,90,1
8778,175772,AAA,2014J,Withdrawn,resource,877228,0,270,2
7194,155984,AAA,2013J,Withdrawn,forumng,877011,0,60,35
12822,260355,AAA,2014J,Withdrawn,forumng,546655,1,120,1
8741,175772,AAA,2014J,Withdrawn,forumng,877023,0,270,33
22226,381642,AAA,2014J,Withdrawn,oucontent,877043,0,60,10
25970,468694,AAA,2014J,Withdrawn,resource,877151,0,120,1
35524,2065691,AAA,2013J,Withdrawn,oucontent,546671,0,330,4
34637,1970390,AAA,2013J,Withdrawn,oucontent,546709,0,60,4
11227,235507,AAA,2013J,Withdrawn,glossary,877029,0,240,1
29461,721259,AAA,2014J,Withdrawn,oucollaborate,547067,1,60,3
26026,470588,AAA,2013J,Withdrawn,oucontent,877077,0,60,2
43676,2569324,AAA,2013J,Withdrawn,oucontent,877073,0,120,16
19427,335764,AAA,2013J,Withdrawn,resource,547009,0,60,1
13757,277880,AAA,2013J,Withdrawn,oucontent,546662,0,60,56
36289,2139353,AAA,2013J,Withdrawn,oucontent,877036,0,120,7
29511,721259,AAA,2014J,Withdrawn,resource,877209,1,60,1
23074,390890,AAA,2013J,Withdrawn,oucontent,546719,0,90,25
24958,415969,AAA,2013J,Withdrawn,oucontent,546721,0,90,1
35554,2065691,AAA,2013J,Withdrawn,subpage,546871,0,330,24
23046,390890,AAA,2013J,Withdrawn,forumng,546650,0,90,7
19739,341876,AAA,2014J,Withdrawn,oucollaborate,877380,0,120,2
13743,277880,AAA,2013J,Withdrawn,forumng,546648,0,60,2
19644,337748,AAA,2014J,Withdrawn,resource,877228,0,120,2
2553,87431,AAA,2014J,Withdrawn,dataplus,877423,0,60,1
43169,2551932,AAA,2014J,Withdrawn,oucontent,877045,0,60,4
35533,2065691,AAA,2013J,Withdrawn,oucontent,546686,0,330,27
34577,1970390,AAA,2013J,Withdrawn,forumng,546651,0,60,511
28841,648130,AAA,2014J,Withdrawn,oucontent,877068,0,240,5
31009,1352868,AAA,2013J,Withdrawn,subpage,877134,0,60,2
36344,2139353,AAA,2013J,Withdrawn,subpage,546876,0,120,130
43682,2569324,AAA,2013J,Withdrawn,oucontent,877085,0,120,26
2675,94961,AAA,2013J,Withdrawn,oucontent,546668,0,60,5
2372,79403,AAA,2014J,Withdrawn,subpage,877128,0,60,30
6972,151587,AAA,2014J,Withdrawn,oucontent,877051,0,120,3
34644,1970390,AAA,2013J,Withdrawn,oucontent,546721,0,60,45
31162,1398979,AAA,2014J,Withdrawn,oucontent,877070,0,60,23
41891,2507842,AAA,2014J,Withdrawn,oucontent,877076,0,60,60
18629,331358,AAA,2013J,Withdrawn,oucontent,877069,0,60,9
2715,94961,AAA,2013J,Withdrawn,resource,877158,0,60,1
39919,2411778,AAA,2013J,Withdrawn,oucontent,546719,0,120,54
21004,354858,AAA,2013J,Withdrawn,subpage,546879,0,120,7
2678,94961,AAA,2013J,Withdrawn,oucontent,546671,0,60,1
43661,2569324,AAA,2013J,Withdrawn,oucontent,877031,0,120,11
5434,135400,AAA,2013J,Withdrawn,forumng,546650,0,60,1
13624,275674,AAA,2014J,Withdrawn,oucontent,877074,0,60,74
7207,155984,AAA,2013J,Withdrawn,oucontent,546681,0,60,7
18698,331358,AAA,2013J,Withdrawn,resource,547025,0,60,2
29521,721259,AAA,2014J,Withdrawn,subpage,546874,1,60,1
47277,2690062,AAA,2014J,Withdrawn,homepage,877030,0,120,52
26025,470588,AAA,2013J,Withdrawn,oucontent,877074,0,60,9
29374,721259,AAA,2013J,Withdrawn,oucontent,546689,0,120,1
29494,721259,AAA,2014J,Withdrawn,oucontent,877094,1,60,46
28650,628312,AAA,2014J,Withdrawn,oucontent,877071,0,120,1
36334,2139353,AAA,2013J,Withdrawn,resource,877142,0,120,1
22335,383180,AAA,2014J,Withdrawn,oucontent,877053,0,60,24
5426,135335,AAA,2014J,Withdrawn,oucontent,546731,1,120,6
7576,159954,AAA,2013J,Withdrawn,oucontent,546680,0,60,5
19911,342007,AAA,2013J,Withdrawn,subpage,546879,0,60,36
26076,470588,AAA,2014J,Withdrawn,oucontent,877043,1,60,7
10015,195262,AAA,2013J,Withdrawn,resource,546924,0,60,1
38230,2312620,AAA,2013J,Withdrawn,oucontent,546719,0,60,9
25686,442442,AAA,2013J,Withdrawn,oucontent,546732,0,120,60
