,score,score,score
583039,60.0,100.0,79.2
583051,88.0,100.0,93.33333333333333
583052,72.0,96.0,85.66666666666667
583053,27.0,70.0,51.42857142857143
583056,44.0,74.0,55.86666666666667
583070,86.0,86.0,86.0
583092,70.0,70.0,70.0
583098,19.0,100.0,52.09090909090909
583101,70.0,70.0,70.0
583102,60.0,80.0,65.55555555555556
583113,40.0,100.0,72.9090909090909
583128,18.0,54.0,31.333333333333332
583131,62.0,88.0,74.08333333333333
583138,73.0,88.0,81.6
583142,60.0,100.0,79.9
583146,40.0,100.0,80.55555555555556
583148,40.0,100.0,67.77777777777777
583149,64.0,82.0,74.0
583170,80.0,100.0,92.36363636363636
583186,47.0,63.0,53.5
583191,60.0,100.0,74.3
583192,52.0,90.0,76.6923076923077
583198,69.0,94.0,83.42857142857143
583202,74.0,98.0,86.16666666666667
583215,69.0,82.0,76.5
583232,74.0,99.0,86.75
583236,41.0,82.0,59.72727272727273
583238,83.0,99.0,93.5
583240,40.0,93.0,72.75
583247,36.0,82.0,70.0
583255,74.0,100.0,83.0
583276,55.0,85.0,73.33333333333333
583286,66.0,86.0,76.25
583288,11.0,83.0,48.666666666666664
583293,78.0,100.0,89.8125
583318,56.0,94.0,72.0
583335,81.0,81.0,81.0
583381,69.0,93.0,82.5
583423,60.0,100.0,86.66666666666667
583433,73.0,100.0,88.9090909090909
583459,64.0,100.0,84.9
583473,45.0,100.0,
583487,47.0,96.0,83.25
583502,40.0,100.0,75.0
583514,58.0,91.0,78.83333333333333
583526,37.0,89.0,67.83333333333333
583532,20.0,100.0,68.66666666666667
583540,57.0,81.0,66.14285714285714
583598,67.0,67.0,67.0
583599,24.0,78.0,51.0
583606,23.0,78.0,55.285714285714285
583607,65.0,100.0,91.25
583609,60.0,100.0,89.72727272727273
583623,68.0,100.0,84.75
583625,55.0,100.0,76.875
583645,76.0,100.0,89.4
583664,60.0,100.0,86.11111111111111
583686,58.0,58.0,58.0
583704,50.0,94.0,79.22222222222223
583708,40.0,100.0,83.36363636363636
583713,60.0,81.0,74.0
583714,42.0,98.0,68.0
583719,83.0,98.0,92.75
583721,70.0,100.0,90.71428571428571
583730,40.0,100.0,72.22222222222223
583741,48.0,93.0,76.0
583775,0.0,88.0,62.0
583824,73.0,98.0,84.66666666666667
583827,55.0,55.0,55.0
583839,66.0,90.0,78.0
583843,1.0,85.0,64.2
583855,81.0,94.0,86.0
583867,55.0,94.0,81.83333333333333
583871,53.0,81.0,66.85714285714286
583873,74.0,100.0,90.3
583906,92.0,100.0,96.44444444444444
583933,40.0,75.0,58.25
583946,66.0,86.0,75.85714285714286
583950,40.0,100.0,60.0
583954,1.0,70.0,51.8
583955,74.0,87.0,79.71428571428571
583964,15.0,100.0,67.36363636363636
583968,87.0,91.0,88.5
583970,60.0,100.0,88.36363636363636
583973,50.0,100.0,85.71428571428571
583977,40.0,80.0,57.90909090909091
583993,8.0,89.0,63.733333333333334
584038,30.0,53.0,42.666666666666664
584040,67.0,91.0,80.0
584042,42.0,80.0,60.0
584077,35.0,73.0,56.75
584078,68.0,68.0,68.0
584082,37.0,37.0,37.0
584099,63.0,100.0,86.77777777777777
584111,55.0,84.0,68.08333333333333
584132,30.0,67.0,51.142857142857146
584143,50.0,100.0,82.22222222222223
584178,60.0,100.0,80.45454545454545
584183,47.0,88.0,71.85714285714286
584184,72.0,93.0,82.5
584191,40.0,98.0,76.33333333333333
584195,0.0,100.0,61.625
584210,28.0,72.0,54.61538461538461
584214,89.0,97.0,93.83333333333333
584225,54.0,54.0,54.0
584238,59.0,59.0,59.0
584281,56.0,56.0,56.0
584299,40.0,100.0,75.625
584315,24.0,63.0,44.0
584325,40.0,100.0,68.25
584386,28.0,90.0,64.84615384615384
584408,49.0,100.0,70.5
584414,86.0,95.0,91.25
584433,47.0,92.0,80.71428571428571
584442,37.0,37.0,37.0
584443,92.0,100.0,95.71428571428571
584446,8.0,100.0,63.2
584448,32.0,100.0,68.33333333333333
584455,42.0,42.0,42.0
584468,81.0,92.0,87.75
584495,26.0,81.0,61.833333333333336
584500,50.0,100.0,83.88888888888889
584509,77.0,100.0,91.57142857142857
584514,53.0,57.0,55.0
584515,61.0,96.0,79.83333333333333
584539,60.0,100.0,73.0
584546,69.0,100.0,91.66666666666667
584550,36.0,99.0,76.5
584553,62.0,94.0,81.28571428571429
584567,56.0,56.0,56.0
584571,38.0,62.0,50.0
584580,41.0,80.0,53.5
584586,41.0,86.0,66.2
584591,57.0,69.0,65.0
584601,72.0,96.0,84.75
584611,49.0,80.0,62.0
584640,49.0,93.0,76.14285714285714
584660,51.0,84.0,70.4
584673,58.0,80.0,69.0
584698,66.0,66.0,66.0
584710,80.0,100.0,91.66666666666667
584711,56.0,66.0,61.0
584712,79.0,82.0,80.5
584718,71.0,87.0,80.25
584733,1.0,100.0,75.57142857142857
584735,60.0,100.0,70.5
584762,85.0,85.0,85.0
584766,77.0,100.0,88.9
584771,40.0,94.0,75.04347826086956
584806,19.0,77.0,58.90909090909091
584813,72.0,100.0,88.45454545454545
584827,60.0,100.0,87.22222222222223
584842,50.0,86.0,70.66666666666667
584844,40.0,80.0,63.75
584864,47.0,100.0,68.8
584884,62.0,82.0,75.0
584908,40.0,100.0,66.14285714285714
584914,56.0,81.0,72.6
584918,9.0,68.0,41.833333333333336
584923,92.0,92.0,92.0
584926,17.0,83.0,58.285714285714285
584940,54.0,80.0,67.85714285714286
584942,70.0,100.0,91.66666666666667
584943,65.0,94.0,78.57142857142857
584969,80.0,100.0,92.77777777777777
584981,52.0,100.0,86.57142857142857
584990,76.0,76.0,76.0
585011,80.0,97.0,90.8
585025,40.0,100.0,68.57142857142857
585033,60.0,94.0,82.83333333333333
585041,45.0,100.0,73.88888888888889
585048,74.0,100.0,85.27272727272727
585050,73.0,84.0,79.5
585057,57.0,92.0,76.0
585058,60.0,100.0,83.33333333333333
585074,1.0,55.0,30.2
585093,64.0,100.0,94.61904761904762
585098,47.0,100.0,75.5
585114,70.0,100.0,85.28571428571429
585128,74.0,90.0,82.0
585134,16.0,100.0,74.25
585141,60.0,100.0,86.875
585145,72.0,100.0,89.44444444444444
585147,80.0,100.0,93.77777777777777
585149,88.0,89.0,88.33333333333333
585150,60.0,100.0,78.63636363636364
585153,73.0,95.0,84.42857142857143
585154,72.0,100.0,86.11111111111111
585156,54.0,100.0,72.0
585162,33.0,94.0,72.9090909090909
585166,50.0,94.0,73.58333333333333
585170,63.0,100.0,79.81818181818181
585199,55.0,100.0,75.875
585200,60.0,100.0,87.9090909090909
585201,20.0,100.0,64.28571428571429
585208,20.0,76.0,58.0
585210,20.0,69.0,42.666666666666664
585212,72.0,100.0,84.36363636363636
585222,35.0,90.0,71.54545454545455
585224,53.0,77.0,63.75
585230,50.0,90.0,69.25
585236,20.0,80.0,55.375
585261,75.0,100.0,85.0
585279,83.0,91.0,87.0
585284,73.0,97.0,82.58333333333333
585301,54.0,74.0,65.75
585305,57.0,95.0,76.83333333333333
585326,56.0,91.0,80.57142857142857
585354,62.0,88.0,74.16666666666667
585359,25.0,81.0,54.42857142857143
585372,54.0,67.0,60.0
585383,65.0,96.0,83.14285714285714
585393,90.0,100.0,95.6923076923077
585397,60.0,96.0,84.61538461538461
585406,50.0,100.0,75.33333333333333
585409,66.0,66.0,66.0
585422,0.0,100.0,70.2
585432,60.0,95.0,87.0
585433,77.0,87.0,82.25
585445,50.0,100.0,68.0
585449,45.0,99.0,83.33333333333333
585454,67.0,96.0,81.25
585455,78.0,94.0,85.61538461538461
585457,70.0,70.0,70.0
585464,40.0,92.0,77.8
585466,86.0,100.0,95.41666666666667
585471,83.0,99.0,92.25
585484,48.0,48.0,48.0
585503,80.0,100.0,93.66666666666667
585518,58.0,100.0,79.14285714285714
585525,24.0,24.0,24.0
585526,58.0,85.0,70.57142857142857
585547,61.0,100.0,82.45454545454545
585572,52.0,95.0,76.11111111111111
585574,32.0,80.0,60.75
585577,60.0,100.0,82.11111111111111
585603,70.0,100.0,86.6
585608,66.0,100.0,81.33333333333333
585611,60.0,100.0,78.18181818181819
585613,40.0,100.0,72.0
585615,52.0,93.0,77.91666666666667
585626,58.0,90.0,76.57142857142857
585643,50.0,76.0,66.25
585644,45.0,100.0,84.22222222222223
585652,47.0,100.0,78.88888888888889
585659,72.0,93.0,80.41666666666667
585662,86.0,93.0,89.8
585668,65.0,100.0,85.33333333333333
585681,50.0,96.0,81.75
585693,73.0,100.0,87.63636363636364
585695,89.0,100.0,96.28571428571429
585702,65.0,100.0,78.57142857142857
585709,71.0,90.0,81.33333333333333
585724,56.0,97.0,75.4
585727,60.0,80.0,72.5
585731,59.0,87.0,75.5
585762,65.0,80.0,72.4
585768,60.0,100.0,77.85714285714286
585769,80.0,96.0,86.63636363636364
585773,69.0,100.0,88.85714285714286
585779,63.0,100.0,79.18181818181819
585801,55.0,55.0,55.0
585812,32.0,92.0,60.857142857142854
585816,18.0,100.0,64.28571428571429
585825,66.0,92.0,81.71428571428571
585830,44.0,95.0,85.42857142857143
585832,64.0,100.0,88.42857142857143
585837,81.0,93.0,88.75
585847,80.0,100.0,91.625
585852,53.0,89.0,77.75
585900,49.0,84.0,67.66666666666667
585921,74.0,98.0,87.08333333333333
585942,6.0,77.0,53.142857142857146
585958,71.0,100.0,89.58333333333333
585963,56.0,100.0,74.5
585965,74.0,88.0,81.0
585998,86.0,94.0,89.55555555555556
586022,58.0,80.0,70.75
586034,71.0,95.0,87.5
586036,0.0,80.0,56.8
586046,31.0,90.0,61.083333333333336
586047,30.0,98.0,70.38461538461539
586054,73.0,73.0,73.0
586072,51.0,100.0,68.0
586078,40.0,80.0,59.5
586080,68.0,92.0,81.0
586083,55.0,55.0,55.0
586086,67.0,100.0,82.4
586088,62.0,93.0,78.2
586113,26.0,76.0,56.857142857142854
586120,45.0,45.0,45.0
586121,39.0,90.0,63.714285714285715
586128,67.0,97.0,84.71428571428571
586132,85.0,97.0,90.66666666666667
586134,1.0,76.0,59.0
586137,83.0,95.0,89.25
586142,75.0,100.0,85.6
586145,25.0,100.0,75.57142857142857
586158,40.0,100.0,77.5
586165,66.0,100.0,81.7
586180,1.0,75.0,56.4
586196,45.0,100.0,85.55555555555556
586224,36.0,74.0,60.666666666666664
586227,78.0,94.0,84.0
586233,41.0,84.0,66.45454545454545
586236,75.0,94.0,82.0
586243,81.0,96.0,87.42857142857143
586246,80.0,86.0,83.0
586251,62.0,62.0,62.0
586257,76.0,94.0,86.57142857142857
586259,34.0,46.0,40.666666666666664
586261,54.0,93.0,76.3
586281,62.0,88.0,74.66666666666667
586287,75.0,100.0,91.66666666666667
586315,57.0,85.0,74.14285714285714
586324,75.0,100.0,93.11111111111111
586337,70.0,100.0,87.77777777777777
586346,40.0,100.0,74.45454545454545
586347,12.0,84.0,55.333333333333336
586351,62.0,62.0,62.0
586367,0.0,100.0,63.666666666666664
586369,70.0,96.0,83.25
586370,70.0,80.0,73.33333333333333
586371,46.0,100.0,76.57142857142857
586376,75.0,100.0,86.6
586398,100.0,100.0,100.0
586407,75.0,75.0,75.0
586416,50.0,100.0,73.18181818181819
586423,40.0,100.0,71.11111111111111
586428,61.0,95.0,75.75
586440,32.0,100.0,74.9090909090909
586444,25.0,50.0,34.333333333333336
586446,62.0,97.0,80.58333333333333
586468,52.0,79.0,63.833333333333336
586470,68.0,92.0,78.25
586473,8.0,74.0,51.25
586474,18.0,95.0,68.75
586476,46.0,100.0,79.15384615384616
586477,48.0,83.0,68.45454545454545
586483,23.0,88.0,71.75
586490,10.0,62.0,36.0
586493,68.0,100.0,89.5
586494,86.0,100.0,96.0
586497,78.0,100.0,89.33333333333333
586502,1.0,100.0,60.583333333333336
586516,68.0,100.0,86.42857142857143
586518,60.0,94.0,78.25
586526,22.0,77.0,53.666666666666664
586535,60.0,100.0,79.0909090909091
586537,69.0,69.0,69.0
586543,36.0,40.0,38.0
586550,28.0,89.0,61.77777777777778
586561,50.0,50.0,50.0
586581,75.0,100.0,87.22222222222223
586592,38.0,86.0,63.166666666666664
586594,70.0,100.0,88.0
586598,60.0,100.0,85.0
586609,64.0,78.0,71.0
586621,62.0,84.0,70.75
586625,13.0,79.0,48.833333333333336
586639,60.0,100.0,88.375
586642,65.0,86.0,77.91666666666667
586652,1.0,70.0,46.0
586660,60.0,100.0,77.57142857142857
586668,36.0,93.0,67.38461538461539
586689,60.0,100.0,79.11111111111111
586705,82.0,100.0,90.54545454545455
586707,70.0,70.0,70.0
586712,85.0,100.0,94.18181818181819
586716,40.0,93.0,68.33333333333333
586719,69.0,93.0,80.66666666666667
586720,5.0,100.0,65.0
586729,49.0,85.0,67.28571428571429
586742,60.0,100.0,80.0909090909091
586750,29.0,83.0,59.5
586753,13.0,84.0,38.6
586758,59.0,92.0,74.0
586762,13.0,87.0,60.8125
586781,90.0,100.0,96.41176470588235
586784,69.0,94.0,77.5
586787,70.0,100.0,84.28571428571429
586800,76.0,96.0,88.33333333333333
586808,56.0,98.0,85.33333333333333
586811,54.0,54.0,54.0
586818,40.0,100.0,73.33333333333333
586836,48.0,65.0,56.5
586838,27.0,96.0,62.77777777777778
586843,65.0,100.0,88.0
586851,75.0,84.0,80.4
586855,63.0,92.0,79.0
586876,68.0,86.0,75.42857142857143
586882,65.0,65.0,65.0
586891,27.0,99.0,73.63636363636364
586906,63.0,96.0,81.16666666666667
586912,53.0,92.0,71.28571428571429
586914,40.0,100.0,73.11111111111111
586917,47.0,78.0,62.75
586921,0.0,97.0,68.75
586925,58.0,78.0,71.5
586928,51.0,100.0,76.0
586935,64.0,91.0,77.75
586946,50.0,88.0,66.75
586957,64.0,89.0,75.66666666666667
586962,75.0,87.0,81.0
586974,56.0,56.0,56.0
586979,75.0,90.0,82.5
586981,40.0,100.0,73.0
586995,40.0,100.0,69.0909090909091
586996,74.0,100.0,88.72727272727273
587002,40.0,94.0,77.42857142857143
587004,60.0,100.0,82.0
587006,56.0,56.0,56.0
587008,51.0,90.0,78.22222222222223
587014,60.0,84.0,69.33333333333333
587037,1.0,70.0,35.5
587051,63.0,91.0,78.0
587054,64.0,100.0,81.8
587082,76.0,89.0,82.5
587122,30.0,95.0,77.125
587126,65.0,97.0,81.08333333333333
587140,44.0,95.0,73.0
587150,65.0,100.0,80.0
587161,60.0,100.0,72.22222222222223
587178,68.0,98.0,79.58333333333333
587181,51.0,100.0,76.875
587183,60.0,100.0,80.0
587192,77.0,100.0,91.27272727272727
587194,43.0,100.0,71.9
587195,49.0,84.0,72.5
587219,61.0,100.0,76.66666666666667
587223,55.0,100.0,82.81818181818181
587244,28.0,82.0,56.111111111111114
587275,85.0,100.0,92.5
587283,58.0,58.0,58.0
587286,78.0,96.0,88.25
587287,65.0,65.0,65.0
587294,56.0,98.0,77.08333333333333
587297,80.0,100.0,89.6
587319,71.0,99.0,88.25
587323,55.0,92.0,78.33333333333333
587324,68.0,96.0,78.16666666666667
587330,80.0,100.0,91.88888888888889
587334,66.0,93.0,78.33333333333333
587346,49.0,71.0,59.0
587362,60.0,100.0,87.77777777777777
587369,90.0,98.0,93.0
587374,65.0,100.0,78.75
587375,51.0,85.0,74.42857142857143
587377,34.0,71.0,57.75
587382,70.0,74.0,72.0
587391,96.0,100.0,98.88888888888889
587403,58.0,58.0,58.0
587409,55.0,100.0,67.6
587418,60.0,100.0,85.0909090909091
587423,64.0,100.0,85.18181818181819
587434,1.0,1.0,1.0
587435,42.0,78.0,62.4
587446,55.0,88.0,72.71428571428571
587451,65.0,89.0,73.5
587456,54.0,95.0,73.66666666666667
587459,42.0,100.0,72.0
587462,37.0,94.0,73.25
587506,50.0,100.0,77.22222222222223
587509,60.0,74.0,68.0
587523,60.0,100.0,84.11111111111111
587524,71.0,100.0,83.72727272727273
587529,55.0,100.0,70.0
587538,83.0,100.0,93.55555555555556
587547,68.0,79.0,72.0
587550,53.0,89.0,71.0
587555,40.0,100.0,88.22222222222223
587564,40.0,100.0,69.2
587571,79.0,98.0,90.08333333333333
587576,12.0,65.0,42.625
587579,49.0,76.0,67.71428571428571
587594,50.0,92.0,70.08333333333333
587600,44.0,80.0,60.166666666666664
587611,47.0,87.0,71.63636363636364
587613,43.0,43.0,43.0
587616,52.0,85.0,70.5
587619,74.0,92.0,86.66666666666667
587621,10.0,79.0,50.63636363636363
587633,63.0,63.0,63.0
587641,42.0,94.0,69.11111111111111
587654,74.0,76.0,75.0
587677,71.0,93.0,81.0
587682,87.0,94.0,89.25
587685,47.0,94.0,73.91666666666667
587690,63.0,98.0,77.16666666666667
587696,38.0,38.0,38.0
587702,76.0,100.0,86.8
587706,54.0,76.0,65.0
587714,80.0,92.0,85.5
587722,72.0,100.0,89.45454545454545
587732,40.0,100.0,70.81818181818181
587754,57.0,100.0,74.45454545454545
587755,52.0,100.0,83.0
587772,40.0,60.0,50.0
587780,70.0,100.0,86.81818181818181
587783,70.0,100.0,91.38095238095238
587793,93.0,97.0,95.5
587810,75.0,100.0,88.0909090909091
587824,48.0,100.0,75.5
587838,60.0,100.0,78.0
587848,71.0,90.0,78.25
587852,65.0,100.0,92.77777777777777
587859,42.0,94.0,67.0
587860,1.0,62.0,40.6
587862,76.0,92.0,84.66666666666667
587868,41.0,90.0,65.0
587881,72.0,100.0,86.625
587884,74.0,85.0,79.5
587906,67.0,100.0,88.33333333333333
587909,0.0,80.0,42.285714285714285
587911,58.0,100.0,85.0
587923,53.0,100.0,71.8
587961,0.0,60.0,35.833333333333336
587975,60.0,100.0,83.33333333333333
587976,24.0,74.0,55.0
587985,65.0,100.0,85.36363636363636
587989,71.0,96.0,84.71428571428571
587997,65.0,100.0,84.28571428571429
588008,55.0,100.0,84.44444444444444
588013,75.0,75.0,75.0
588014,75.0,100.0,91.11111111111111
588031,0.0,100.0,56.77777777777778
588033,76.0,94.0,86.25
588039,60.0,100.0,
588052,0.0,80.0,44.25
588058,45.0,62.0,53.5
588062,100.0,100.0,100.0
588078,57.0,100.0,79.85714285714286
588086,58.0,92.0,80.14285714285714
588100,64.0,100.0,82.88888888888889
588105,65.0,100.0,87.77777777777777
588106,63.0,63.0,63.0
588107,51.0,66.0,58.5
588117,71.0,100.0,85.27272727272727
588125,30.0,97.0,75.4
588128,37.0,91.0,66.2
588131,49.0,78.0,67.41666666666667
588132,62.0,100.0,85.0
588138,65.0,100.0,87.22222222222223
588145,60.0,95.0,77.0
588146,21.0,68.0,51.333333333333336
588156,74.0,97.0,85.33333333333333
588166,1.0,74.0,39.0
588170,52.0,94.0,76.6
588175,60.0,82.0,74.66666666666667
588178,82.0,92.0,88.36363636363636
588179,56.0,93.0,78.16666666666667
588182,70.0,84.0,76.33333333333333
588198,60.0,91.0,74.14285714285714
588203,67.0,95.0,77.0
588207,100.0,100.0,100.0
588208,59.0,90.0,77.66666666666667
588219,19.0,70.0,51.125
588231,74.0,76.0,75.25
588233,50.0,100.0,81.11111111111111
588236,25.0,100.0,76.66666666666667
588240,64.0,95.0,78.85714285714286
588251,1.0,65.0,46.4
588261,81.0,97.0,90.75
588265,63.0,100.0,76.0
588274,94.0,100.0,98.3076923076923
588280,86.0,97.0,91.25
588289,75.0,100.0,93.33333333333333
588293,68.0,90.0,
588302,62.0,100.0,87.72727272727273
588314,20.0,100.0,68.77777777777777
588321,54.0,100.0,66.85714285714286
588352,29.0,95.0,77.14285714285714
588355,75.0,100.0,83.18181818181819
588363,55.0,100.0,75.0
588367,60.0,100.0,81.25
588382,40.0,100.0,64.77777777777777
588391,60.0,100.0,83.5
588397,0.0,47.0,23.857142857142858
588402,38.0,98.0,70.92307692307692
588411,60.0,100.0,83.77777777777777
588430,38.0,88.0,65.8
588432,65.0,65.0,65.0
588436,64.0,80.0,70.25
588442,51.0,77.0,64.5
588459,40.0,100.0,61.0
588460,15.0,94.0,63.125
588464,11.0,60.0,37.75
588473,80.0,100.0,91.0
588474,78.0,95.0,88.5
588477,70.0,88.0,76.8
588482,52.0,94.0,77.0
588484,60.0,100.0,80.7
588489,55.0,100.0,79.28571428571429
588493,45.0,100.0,74.92307692307692
588502,84.0,94.0,89.25
588505,55.0,100.0,76.71428571428571
588522,50.0,100.0,85.0
588524,40.0,95.0,70.53846153846153
588528,70.0,70.0,70.0
588537,49.0,49.0,49.0
588540,91.0,100.0,94.0
588556,30.0,72.0,53.5
588560,77.0,86.0,81.5
588566,35.0,100.0,72.76923076923077
588590,50.0,50.0,50.0
588592,39.0,63.0,54.0
588597,38.0,75.0,62.5
588628,75.0,96.0,83.625
588642,40.0,100.0,77.45454545454545
588672,53.0,91.0,79.18181818181819
588676,47.0,87.0,67.84615384615384
588685,56.0,100.0,74.5
588707,70.0,98.0,89.5
588710,20.0,87.0,68.4
588752,41.0,79.0,60.666666666666664
588765,44.0,100.0,75.84615384615384
588775,81.0,86.0,82.8
588781,72.0,100.0,91.85714285714286
588824,35.0,100.0,71.625
588835,0.0,58.0,36.5
588842,32.0,100.0,77.33333333333333
588846,10.0,70.0,34.5
588850,66.0,91.0,80.85714285714286
588883,71.0,100.0,89.45454545454545
588884,68.0,88.0,79.66666666666667
588910,77.0,100.0,92.27272727272727
588913,51.0,92.0,75.66666666666667
588914,30.0,56.0,42.0
588925,52.0,72.0,62.0
588940,60.0,81.0,68.66666666666667
588942,69.0,91.0,78.5
588944,75.0,100.0,86.21428571428571
588956,50.0,87.0,73.5
588963,50.0,50.0,50.0
588971,49.0,82.0,66.25
588991,100.0,100.0,100.0
589003,58.0,82.0,70.08333333333333
589009,40.0,100.0,78.28571428571429
589014,71.0,94.0,83.83333333333333
589016,86.0,99.0,92.5
589018,51.0,67.0,59.0
589019,62.0,84.0,74.28571428571429
589029,24.0,92.0,73.6
589033,70.0,86.0,80.25
589048,60.0,100.0,77.5
589053,60.0,100.0,78.55555555555556
589055,41.0,65.0,50.0
589067,58.0,100.0,71.36363636363636
589080,83.0,96.0,89.91666666666667
589099,73.0,90.0,84.5
589123,60.0,100.0,80.27272727272727
589126,80.0,100.0,90.0
589133,1.0,95.0,64.8
589147,55.0,100.0,82.22222222222223
589154,49.0,49.0,49.0
589162,77.0,93.0,86.58333333333333
589171,54.0,68.0,61.0
589198,80.0,80.0,80.0
589211,76.0,85.0,78.25
589220,57.0,97.0,81.57142857142857
589223,69.0,88.0,77.5
589260,86.0,96.0,89.75
589263,71.0,99.0,79.0
589279,68.0,98.0,81.28571428571429
589295,61.0,89.0,72.33333333333333
589296,63.0,100.0,87.27272727272727
589302,60.0,100.0,86.63636363636364
589303,63.0,86.0,75.0
589326,92.0,100.0,95.58333333333333
589327,2.0,100.0,56.61538461538461
589332,68.0,92.0,79.83333333333333
589333,60.0,100.0,79.0
589377,71.0,100.0,92.33333333333333
589380,81.0,94.0,88.5
589389,41.0,98.0,69.81818181818181
589390,74.0,94.0,84.8
589395,68.0,100.0,80.88888888888889
589409,84.0,98.0,92.66666666666667
589411,60.0,100.0,84.36363636363636
589438,82.0,100.0,96.4
589441,22.0,76.0,50.666666666666664
589444,70.0,100.0,87.2
589449,86.0,99.0,92.66666666666667
589454,66.0,94.0,79.41666666666667
589458,41.0,94.0,74.14285714285714
589463,42.0,100.0,67.83333333333333
589469,78.0,84.0,81.0
589471,72.0,100.0,84.0
589474,5.0,60.0,30.333333333333332
589490,50.0,88.0,66.5
589493,55.0,100.0,80.88888888888889
589503,71.0,82.0,78.42857142857143
589506,27.0,75.0,53.0
589507,30.0,100.0,63.55555555555556
589508,79.0,100.0,93.81818181818181
589509,60.0,100.0,79.33333333333333
589517,92.0,98.0,95.0
589523,9.0,76.0,46.285714285714285
589525,95.0,100.0,98.55555555555556
589531,60.0,78.0,70.42857142857143
589548,78.0,97.0,88.5
589554,54.0,100.0,79.4
589557,21.0,88.0,62.857142857142854
589558,65.0,100.0,87.375
589559,60.0,97.0,84.91666666666667
589562,80.0,100.0,92.22222222222223
589565,88.0,100.0,96.38095238095238
589569,57.0,68.0,62.5
589578,68.0,97.0,87.91666666666667
589582,49.0,63.0,56.666666666666664
589583,72.0,98.0,89.25
589584,13.0,69.0,45.666666666666664
589585,35.0,68.0,51.714285714285715
589587,71.0,92.0,79.75
589594,44.0,52.0,48.0
589605,70.0,96.0,83.0
589621,70.0,100.0,82.8
589634,73.0,96.0,83.6
589690,70.0,100.0,93.33333333333333
589691,45.0,45.0,45.0
589702,55.0,100.0,75.75
589707,15.0,97.0,70.5
589722,10.0,10.0,10.0
589723,44.0,87.0,66.42857142857143
589734,5.0,80.0,50.714285714285715
589744,40.0,80.0,60.333333333333336
589748,60.0,100.0,86.11111111111111
589778,67.0,100.0,81.6
589782,46.0,98.0,84.23809523809524
589798,37.0,85.0,67.6
589828,34.0,88.0,61.55
589843,78.0,78.0,78.0
589845,60.0,100.0,80.0
589856,74.0,97.0,89.5
589860,63.0,96.0,76.0
589862,66.0,100.0,85.2
589875,43.0,78.0,64.28571428571429
589894,55.0,94.0,73.2
589902,79.0,96.0,89.0
589903,72.0,100.0,90.45454545454545
589914,70.0,100.0,92.22222222222223
589919,68.0,68.0,68.0
589932,66.0,66.0,66.0
589935,49.0,100.0,72.0
589948,68.0,97.0,80.83333333333333
589950,40.0,80.0,61.45454545454545
589956,75.0,91.0,85.3076923076923
589963,18.0,81.0,53.0
589968,1.0,1.0,1.0
589973,40.0,100.0,63.142857142857146
589990,40.0,100.0,74.66666666666667
589997,85.0,100.0,94.0
590017,87.0,94.0,89.5
590018,61.0,83.0,76.0
590028,60.0,60.0,60.0
590034,55.0,100.0,83.33333333333333
590046,75.0,100.0,88.88888888888889
590086,50.0,100.0,79.4
590107,58.0,58.0,58.0
590110,45.0,75.0,60.0
590120,76.0,96.0,84.66666666666667
590122,48.0,100.0,71.6
590127,78.0,90.0,85.42857142857143
590128,82.0,82.0,82.0
590147,0.0,100.0,63.75
590188,40.0,92.0,70.88888888888889
590189,54.0,85.0,65.77777777777777
590202,75.0,100.0,86.4
590213,45.0,100.0,67.8
590215,60.0,100.0,88.33333333333333
590226,70.0,96.0,81.66666666666667
590227,78.0,95.0,84.66666666666667
590231,40.0,80.0,67.0909090909091
590241,73.0,97.0,86.25
590248,20.0,80.0,59.375
590251,61.0,61.0,61.0
590289,23.0,78.0,62.666666666666664
590308,53.0,100.0,74.5
590325,62.0,100.0,82.0909090909091
590328,56.0,91.0,75.91666666666667
590340,86.0,100.0,91.57142857142857
590353,50.0,100.0,75.71428571428571
590360,53.0,72.0,60.166666666666664
590362,60.0,100.0,81.9090909090909
590365,77.0,100.0,85.33333333333333
590370,43.0,43.0,43.0
590372,58.0,100.0,79.0
590392,71.0,90.0,79.85714285714286
590397,32.0,94.0,71.0625
590402,17.0,17.0,17.0
590403,74.0,74.0,74.0
590408,15.0,100.0,56.36363636363637
590410,56.0,75.0,65.25
590416,1.0,56.0,36.5
590443,67.0,90.0,81.57142857142857
590444,14.0,100.0,59.75
590445,60.0,100.0,75.0
590461,90.0,90.0,90.0
590462,62.0,94.0,76.66666666666667
590482,20.0,78.0,51.57142857142857
590499,53.0,86.0,73.0
590502,69.0,80.0,74.75
590508,58.0,100.0,79.5
590519,69.0,78.0,73.5
590540,54.0,100.0,84.88888888888889
590541,89.0,100.0,94.42857142857143
590543,54.0,70.0,62.0
590548,78.0,94.0,87.33333333333333
590562,58.0,95.0,78.42857142857143
590590,70.0,100.0,85.0
590593,69.0,100.0,90.2
590616,37.0,90.0,62.42857142857143
590625,40.0,100.0,72.4
590626,10.0,82.0,59.0
590662,65.0,100.0,83.75
590667,60.0,100.0,83.4
590668,40.0,100.0,63.666666666666664
590676,45.0,82.0,63.36363636363637
590680,66.0,95.0,85.42857142857143
590701,78.0,100.0,92.0
590707,86.0,100.0,92.33333333333333
590711,60.0,100.0,85.0
590744,66.0,85.0,77.5
590749,60.0,81.0,71.33333333333333
590753,50.0,50.0,50.0
