,index,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,mean_clicks,sum_clicks
20888,20888,4,2,625975,1,11,0,5,0,0,60,1,1,2.9043478260869566,334.0
20889,20889,4,2,626022,0,1,2,4,0,0,30,0,3,4.369137670196672,2888.0
20890,20890,4,2,626055,0,6,1,1,0,0,90,0,1,3.432515337423313,1119.0
20891,20891,4,2,626183,1,0,2,0,0,0,60,0,2,3.6018518518518516,778.0
20892,20892,4,2,626296,1,8,2,8,0,0,90,0,2,3.046341463414634,1249.0
20893,20893,4,2,626407,1,7,2,2,0,0,60,0,2,4.0,2780.0
20894,20894,4,2,626444,1,12,0,5,0,0,60,0,3,3.0105263157894737,286.0
20895,20895,4,2,626494,1,6,0,5,0,0,60,0,1,3.080357142857143,345.0
20896,20896,4,2,626516,1,1,2,6,1,0,60,0,1,3.1943793911007026,1364.0
20897,20897,4,2,626519,1,3,0,7,0,0,30,0,2,4.391217564870259,2200.0
20898,20898,4,2,626625,1,6,0,5,0,0,90,0,2,6.270440251572327,1994.0
20899,20899,4,2,626714,1,11,0,7,0,0,60,0,2,4.1045454545454545,903.0
20900,20900,4,2,626749,1,3,0,2,0,0,30,0,2,3.4156626506024095,567.0
20901,20901,4,2,626753,1,4,0,0,0,0,30,0,2,4.180124223602484,1346.0
20902,20902,4,2,626768,1,3,0,4,1,0,30,1,2,4.101156069364162,2838.0
20903,20903,4,2,626772,1,3,2,7,0,0,60,0,1,3.8933333333333335,584.0
20905,20905,4,2,626877,1,11,0,4,0,0,60,0,2,3.0604651162790697,658.0
20906,20906,4,2,626906,1,8,2,9,0,0,60,0,1,5.282051282051282,206.0
20907,20907,4,2,626998,1,12,1,3,0,0,60,0,3,3.176470588235294,324.0
20908,20908,4,2,627160,0,3,2,1,0,0,120,0,3,2.0,18.0
20909,20909,4,2,627168,1,0,2,6,0,0,60,0,3,4.90625,471.0
20910,20910,4,2,627290,1,7,2,8,0,0,30,0,1,4.560975609756097,561.0
20911,20911,4,2,627387,1,11,1,5,0,0,60,0,2,4.7611940298507465,638.0
20912,20912,4,2,627390,1,5,2,3,0,0,60,0,3,6.166666666666667,666.0
20913,20913,4,2,627399,0,5,0,0,0,0,60,0,0,4.516556291390729,2728.0
20914,20914,4,2,627401,1,3,1,4,0,0,30,0,0,6.795774647887324,1930.0
20916,20916,4,2,627461,1,10,0,5,0,0,30,0,1,5.390625,345.0
20917,20917,4,2,627471,0,6,2,5,0,0,30,0,2,5.348765432098766,1733.0
20918,20918,4,2,627500,1,8,2,8,0,0,60,0,3,3.9754098360655736,485.0
20919,20919,4,2,627516,1,10,2,5,1,0,60,0,2,4.550087873462214,2589.0
20920,20920,4,2,627636,1,1,2,8,0,0,60,0,2,4.254032258064516,2110.0
20921,20921,4,2,627711,1,11,0,1,0,0,60,0,2,3.5077319587628866,1361.0
20922,20922,4,2,627750,0,6,1,4,0,0,60,0,2,3.554307116104869,949.0
20923,20923,4,2,627907,1,8,2,1,0,0,60,0,2,4.620947630922693,1853.0
20924,20924,4,2,627961,1,10,2,4,0,0,30,0,1,5.207407407407407,703.0
20925,20925,4,2,628054,1,1,2,4,1,0,60,0,3,5.828571428571428,1428.0
20926,20926,4,2,628214,1,7,2,7,0,0,60,0,3,3.658119658119658,428.0
20927,20927,4,2,628300,1,0,0,4,0,0,30,0,2,3.980392156862745,1218.0
20928,20928,4,2,628366,1,6,2,4,0,0,60,0,3,4.090909090909091,180.0
20929,20929,4,2,628527,1,10,0,3,0,0,60,0,3,3.5565217391304347,409.0
20930,20930,4,2,628677,0,6,2,7,1,0,90,0,3,4.419023136246786,1719.0
20932,20932,4,2,628718,1,6,0,6,0,0,90,1,2,3.7393364928909953,789.0
20933,20933,4,2,628777,1,3,0,5,0,0,30,0,2,4.1761904761904765,877.0
20934,20934,4,2,628910,1,3,0,6,0,0,30,0,2,3.1904176904176906,2597.0
20935,20935,4,2,628914,1,3,1,3,1,0,30,0,1,4.315384615384615,561.0
20936,20936,4,2,628938,1,11,0,0,0,0,60,0,3,5.142857142857143,144.0
20937,20937,4,2,628959,1,5,0,7,0,0,30,0,2,4.754716981132075,1764.0
20939,20939,4,2,629081,1,6,1,4,0,0,60,0,1,4.135593220338983,244.0
20940,20940,4,2,629089,1,12,0,5,1,0,60,0,1,3.6436781609195403,317.0
20941,20941,4,2,629202,1,4,1,4,0,0,30,0,0,3.624223602484472,1167.0
20943,20943,4,2,629283,1,6,2,1,1,0,30,0,3,4.6455696202531644,367.0
20944,20944,4,2,629342,0,12,1,3,1,0,60,0,1,4.13135593220339,1950.0
20946,20946,4,2,629500,1,7,0,8,0,0,60,0,1,4.285123966942149,1037.0
20947,20947,4,2,629506,1,6,2,8,0,0,60,0,2,3.7333333333333334,1568.0
20948,20948,4,2,629601,1,6,1,5,0,0,60,0,2,4.020797227036395,2320.0
20949,20949,4,2,629623,1,12,0,3,1,0,60,0,3,8.2,123.0
20950,20950,4,2,629627,0,7,1,8,1,0,30,0,3,5.435114503816794,712.0
20951,20951,4,2,629628,1,12,2,5,0,0,60,0,3,4.5,90.0
20952,20952,4,2,629654,0,8,0,3,0,0,60,0,2,3.7268722466960353,846.0
20953,20953,4,2,629753,1,6,0,6,1,0,30,0,2,3.7524682651622,5321.0
20955,20955,4,2,629887,1,5,1,2,0,0,60,0,3,2.0,16.0
20957,20957,4,2,629906,1,5,2,0,1,0,60,1,1,4.493150684931507,2296.0
20958,20958,4,2,630047,1,7,2,1,0,0,60,0,2,3.527670527670528,2741.0
20959,20959,4,2,630086,1,6,1,6,0,0,60,0,2,3.3045977011494254,1150.0
20961,20961,4,2,630165,1,4,0,9,0,0,30,0,2,3.849658314350797,1690.0
20962,20962,4,2,630416,1,6,0,5,0,0,30,0,3,1.375,11.0
20963,20963,4,2,630449,1,9,0,6,0,0,60,0,2,4.066465256797583,1346.0
20964,20964,4,2,630514,1,1,0,3,1,0,60,0,3,2.3333333333333335,7.0
20965,20965,4,2,630540,0,1,2,2,0,0,90,0,3,3.630718954248366,1111.0
20966,20966,4,2,630573,1,0,1,5,0,0,60,0,3,5.2,260.0
20967,20967,4,2,630585,1,5,2,2,0,0,120,0,1,3.787709497206704,678.0
20968,20968,4,2,630606,1,0,0,3,0,0,60,0,2,3.7557471264367814,1307.0
20969,20969,4,2,630635,1,3,0,0,1,0,60,0,2,3.6276150627615062,867.0
20970,20970,4,2,630657,1,4,0,1,0,0,60,0,1,5.241935483870968,325.0
20971,20971,4,2,630696,1,0,2,7,0,0,60,0,1,3.358974358974359,917.0
20972,20972,4,2,630722,1,5,2,6,0,0,30,0,2,3.024742268041237,1467.0
20973,20973,4,2,630825,1,1,2,7,0,0,60,0,1,2.9285714285714284,41.0
20974,20974,4,2,630888,1,5,0,0,0,0,60,0,2,4.58955223880597,1230.0
20975,20975,4,2,630900,1,0,0,7,1,0,30,0,0,5.424090338770389,4323.0
20976,20976,4,2,630980,1,9,0,8,1,0,30,0,3,5.705882352941177,97.0
20977,20977,4,2,631016,1,4,2,0,0,0,30,0,2,4.376933895921238,3112.0
20978,20978,4,2,631051,1,12,2,7,0,0,60,0,3,3.1666666666666665,76.0
20979,20979,4,2,631073,1,9,1,3,0,0,30,0,0,4.10828025477707,1290.0
20981,20981,4,2,631334,1,8,0,4,0,0,60,1,0,3.671309192200557,1318.0
20982,20982,4,2,631356,1,8,1,7,0,0,30,0,2,4.4255874673629245,1695.0
20983,20983,4,2,631453,1,8,0,5,0,0,60,0,2,3.33729216152019,1405.0
20984,20984,4,2,631509,1,6,2,5,1,0,30,0,2,3.5618279569892475,2650.0
20985,20985,4,2,631655,1,0,1,8,0,0,60,0,2,4.911184210526316,1493.0
20987,20987,4,2,631807,1,1,1,2,1,0,30,0,3,3.7704918032786887,690.0
20988,20988,4,2,632004,1,11,1,6,1,0,30,0,0,3.4624413145539905,1475.0
20989,20989,4,2,632074,1,6,0,6,0,0,60,0,2,4.513994910941475,1774.0
20990,20990,4,2,632083,1,11,0,8,1,0,30,0,0,4.539148351648351,6609.0
20991,20991,4,2,632111,1,5,0,5,0,0,60,0,0,3.5416666666666665,935.0
20992,20992,4,2,632133,0,11,2,6,1,0,60,0,3,4.131386861313868,566.0
20993,20993,4,2,632135,1,11,2,6,1,0,60,0,3,3.8118811881188117,385.0
20994,20994,4,2,632312,1,2,0,2,0,0,60,0,3,3.664233576642336,502.0
20995,20995,4,2,632329,1,3,3,1,1,0,30,0,3,4.484276729559748,713.0
20996,20996,4,2,632376,1,9,2,9,0,0,30,0,3,4.891566265060241,406.0
20997,20997,4,2,632389,1,4,0,6,0,0,30,0,0,4.961487383798141,3736.0
20998,20998,4,2,632459,1,3,0,9,0,0,60,0,2,3.9031531531531534,1733.0
20999,20999,4,2,632641,0,11,0,0,0,0,60,0,2,4.2063492063492065,1060.0
21000,21000,4,2,632700,1,3,0,0,0,0,30,0,2,4.580729166666667,1759.0
21001,21001,4,2,632780,1,3,1,2,0,0,60,0,3,4.090909090909091,90.0
21002,21002,4,2,632800,1,9,2,2,0,0,30,0,1,6.84652278177458,2855.0
21003,21003,4,2,632883,1,10,2,6,0,0,30,0,2,3.5850746268656715,1201.0
21004,21004,4,2,632889,1,3,0,7,0,0,60,0,3,2.0,10.0
21005,21005,4,2,632904,1,6,1,4,0,0,60,0,0,2.9672667757774143,1813.0
21006,21006,4,2,632977,1,9,0,6,0,0,30,1,2,4.059748427672956,1291.0
21007,21007,4,2,633107,1,6,1,7,0,0,60,0,2,5.273273273273273,1756.0
21008,21008,4,2,633259,1,5,2,5,0,0,30,0,1,2.607594936708861,206.0
21009,21009,4,2,633270,1,9,3,2,0,0,60,0,2,3.388316151202749,1972.0
21010,21010,4,2,633304,1,5,2,3,0,0,30,0,2,3.33195020746888,803.0
21011,21011,4,2,633310,1,1,0,4,0,0,60,0,2,5.1878787878787875,856.0
21012,21012,4,2,633330,1,7,0,8,0,0,60,0,1,2.411764705882353,41.0
21013,21013,4,2,633334,1,0,2,2,1,0,60,0,1,2.771043771043771,823.0
21014,21014,4,2,633395,1,5,0,0,0,0,60,0,1,4.321428571428571,242.0
21015,21015,4,2,633432,1,11,0,5,0,0,60,0,1,3.3366336633663365,337.0
21016,21016,4,2,633455,1,5,2,5,0,0,60,0,2,4.480487804878049,1837.0
21017,21017,4,2,633511,1,0,0,5,0,0,30,0,2,4.119241192411924,1520.0
21018,21018,4,2,633530,1,11,2,0,1,0,60,0,3,3.480769230769231,905.0
21019,21019,4,2,633544,1,6,2,2,0,0,30,0,2,4.306930693069307,1305.0
21020,21020,4,2,633605,0,6,0,8,0,0,60,0,2,3.767857142857143,422.0
21021,21021,4,2,633634,1,4,0,1,0,0,30,0,2,2.9498746867167918,1177.0
21022,21022,4,2,633637,1,12,0,0,0,0,60,0,1,3.3970588235294117,231.0
21023,21023,4,2,633695,1,12,0,7,0,0,60,0,0,3.295625942684766,2185.0
21024,21024,4,2,633716,1,10,0,0,0,0,60,0,2,4.774774774774775,1060.0
21025,21025,4,2,633746,1,12,0,4,0,0,30,0,0,3.6817538896746815,2603.0
21026,21026,4,2,633859,1,4,2,4,0,0,60,0,3,3.033333333333333,546.0
21027,21027,4,2,633998,0,6,1,5,2,0,60,0,2,4.155038759689923,1072.0
21028,21028,4,2,634040,1,6,0,2,0,0,60,0,1,5.241176470588235,891.0
21030,21030,4,2,634193,1,1,2,2,0,0,30,0,2,3.068014705882353,1669.0
21031,21031,4,2,634216,1,9,1,5,0,0,60,0,0,4.160530191458027,2825.0
21032,21032,4,2,634241,1,11,0,3,0,0,60,0,0,4.018975332068311,2118.0
21033,21033,4,2,634309,1,3,0,0,0,0,30,0,2,4.7160278745644595,2707.0
21034,21034,4,2,634318,1,10,2,9,0,0,30,0,2,4.079591836734694,1999.0
21035,21035,4,2,634433,1,4,0,2,0,0,60,0,1,2.907142857142857,407.0
21036,21036,4,2,634570,1,0,1,8,1,0,60,0,0,3.6875,2301.0
21037,21037,4,2,634578,1,6,0,5,0,0,60,0,3,3.3488372093023258,1440.0
21038,21038,4,2,634600,1,6,2,0,0,0,30,0,2,5.42948717948718,2541.0
21039,21039,4,2,634737,1,12,2,2,0,0,90,0,1,4.661458333333333,895.0
21041,21041,4,2,634817,1,4,2,8,0,0,60,0,2,4.149779735682819,1884.0
21042,21042,4,2,634862,0,11,0,4,0,0,60,0,1,4.182835820895522,2242.0
21043,21043,4,2,634869,1,12,0,8,0,0,30,0,2,3.9225589225589226,1165.0
21044,21044,4,2,635041,1,1,0,5,1,0,60,0,2,4.20545073375262,2006.0
21045,21045,4,2,635043,1,1,1,9,0,0,60,0,0,4.698275862068965,1635.0
21046,21046,4,2,635109,1,2,2,5,0,0,60,0,2,3.350840336134454,1595.0
21047,21047,4,2,635515,1,6,2,9,0,0,60,0,1,4.080357142857143,457.0
21048,21048,4,2,996047,1,5,0,2,1,0,60,0,2,4.582064297800338,2708.0
21049,21049,4,2,1268772,1,6,1,8,2,0,60,0,2,5.157706093189964,1439.0
21050,21050,4,2,1410398,1,5,1,3,1,0,60,0,2,3.444976076555024,720.0
21051,21051,4,2,1457691,1,0,2,0,1,0,90,0,2,3.3208430913348947,1418.0
21052,21052,4,2,1500950,1,9,0,7,1,0,60,0,0,5.721649484536083,2775.0
21053,21053,4,2,1573624,1,0,2,2,1,0,30,0,2,4.437325905292479,1593.0
21054,21054,4,2,1618172,0,1,0,7,1,0,30,0,2,3.795620437956204,1560.0
21055,21055,4,2,1644328,1,1,1,6,1,0,60,0,3,3.7830188679245285,401.0
21056,21056,4,2,1661805,1,9,2,2,1,0,30,0,0,5.537581699346405,6778.0
21057,21057,4,2,1663815,1,6,1,6,1,0,30,0,1,3.1463414634146343,387.0
21058,21058,4,2,1664171,1,5,2,5,1,0,90,1,3,3.5135135135135136,260.0
21061,21061,4,2,1700371,1,0,1,4,1,0,30,0,2,5.906521739130435,2717.0
21062,21062,4,2,1763786,1,8,0,7,1,0,60,0,0,4.5439429928741095,3826.0
21063,21063,4,2,1780737,1,8,0,9,1,0,60,1,1,4.167597765363128,746.0
21064,21064,4,2,1789319,0,7,1,5,1,0,60,0,2,3.5793991416309012,2502.0
21065,21065,4,2,1810414,1,8,1,9,1,0,30,0,2,4.071428571428571,456.0
21066,21066,4,2,1828112,1,11,0,1,1,0,60,0,1,8.46875,271.0
21067,21067,4,2,1839181,1,12,1,6,1,0,90,0,2,3.460122699386503,1128.0
21068,21068,4,2,1861830,1,9,2,5,1,1,70,0,2,4.174959871589085,2601.0
21071,21071,4,2,1894419,1,3,0,8,1,0,60,0,1,3.806201550387597,982.0
21073,21073,4,2,2002664,0,6,1,9,1,0,30,0,2,4.975524475524476,2846.0
21075,21075,4,2,2064873,1,1,2,3,1,0,60,0,2,4.739420935412027,4256.0
21076,21076,4,2,2139273,1,6,0,6,1,0,90,0,2,4.8982035928143715,818.0
21077,21077,4,2,2187588,1,2,0,7,1,1,60,0,2,2.893617021276596,952.0
21078,21078,4,2,2188680,1,9,2,5,0,0,60,0,3,4.256756756756757,630.0
21079,21079,4,2,2198914,1,8,1,7,1,0,90,0,2,3.697247706422018,1209.0
21080,21080,4,2,2249143,1,0,2,8,1,0,30,0,2,2.7695961995249405,1166.0
21082,21082,4,2,2329539,1,12,2,7,0,0,60,0,3,4.036363636363636,222.0
21083,21083,4,2,2359504,0,6,4,9,1,0,30,0,1,4.335820895522388,581.0
21084,21084,4,2,2364637,1,0,2,6,1,0,30,0,2,3.5688073394495414,389.0
21085,21085,4,2,2376512,1,3,2,6,0,0,30,0,2,2.897391304347826,1666.0
21087,21087,4,2,2388492,0,6,2,7,1,0,30,0,3,3.96,198.0
21088,21088,4,2,2391004,1,6,1,7,0,0,60,0,2,3.9308510638297873,739.0
21089,21089,4,2,2434339,1,9,0,4,1,1,135,0,0,4.856140350877193,1384.0
21090,21090,4,2,2455893,1,8,1,9,0,0,90,0,2,4.102689486552567,1678.0
21091,21091,4,2,2472178,1,0,0,9,1,0,30,0,1,3.5014409221902016,1215.0
21092,21092,4,2,2478799,1,0,2,8,0,0,60,0,1,4.326530612244898,424.0
21093,21093,4,2,2492827,1,10,0,6,0,0,60,0,2,2.978723404255319,980.0
21094,21094,4,2,2520067,0,12,0,0,0,0,180,1,3,3.446236559139785,641.0
21095,21095,4,2,2554047,1,1,0,3,0,0,60,0,3,3.75,15.0
21096,21096,4,2,2567038,1,6,0,9,0,0,60,0,0,3.598705501618123,1112.0
21098,21098,4,2,2577893,1,7,2,9,1,0,30,0,2,6.053127677806341,7064.0
21099,21099,4,2,2595665,0,10,1,2,0,0,30,0,2,5.401785714285714,1210.0
21100,21100,4,2,2600862,0,6,0,9,0,0,90,0,0,5.522471910112359,1966.0
21101,21101,4,2,2603195,1,9,0,6,0,0,60,0,2,4.35377358490566,923.0
21102,21102,4,2,2613219,1,6,1,7,1,0,30,0,1,3.0,558.0
21104,21104,4,2,2620661,1,5,0,0,1,0,120,0,2,3.6508379888268156,1307.0
21105,21105,4,2,2632165,1,10,0,7,0,0,60,0,2,3.6456953642384105,2202.0
21106,21106,4,2,2642697,1,1,2,0,0,0,30,0,0,3.9119601328903655,2355.0
21107,21107,4,2,2647314,1,10,0,2,0,0,30,0,2,3.901112484548826,3156.0
21108,21108,4,2,2662742,1,6,2,7,0,0,60,0,1,2.103448275862069,61.0
21110,21110,4,3,46048,1,0,0,8,1,0,30,0,3,4.0,12.0
21111,21111,4,3,47061,1,1,0,9,0,0,30,0,2,3.4019607843137254,347.0
21112,21112,4,3,60809,1,7,2,9,0,0,120,0,2,3.692073170731707,2422.0
21113,21113,4,3,62034,1,11,2,5,0,0,60,0,2,2.714080459770115,1889.0
21114,21114,4,3,67539,1,2,2,1,0,0,60,0,2,3.804232804232804,1438.0
21115,21115,4,3,67685,1,8,0,1,0,0,180,0,2,2.9127686472819216,2304.0
21116,21116,4,3,70827,1,1,1,3,0,0,210,0,3,3.3625,269.0
21117,21117,4,3,76579,0,12,1,1,0,1,120,0,2,4.288235294117647,1458.0
21118,21118,4,3,80358,1,6,2,6,0,0,120,0,2,2.8940269749518306,1502.0
21119,21119,4,3,89545,1,8,1,9,0,0,30,0,2,3.051282051282051,595.0
21120,21120,4,3,108281,1,6,1,1,1,0,30,0,2,4.477594339622642,3797.0
21121,21121,4,3,108497,1,9,2,0,0,0,60,0,2,3.1054852320675104,2208.0
21122,21122,4,3,110789,0,1,2,8,0,0,60,0,2,4.250980392156863,1084.0
21123,21123,4,3,121163,1,3,2,1,0,0,30,0,3,3.2302158273381294,449.0
21124,21124,4,3,124304,1,4,0,1,0,0,60,0,2,4.173640167364017,1995.0
21125,21125,4,3,124711,1,3,2,1,2,0,60,0,3,1.5681818181818181,69.0
21126,21126,4,3,126450,1,5,0,2,0,0,60,0,2,3.7624633431085046,2566.0
21127,21127,4,3,128817,1,0,2,9,1,0,60,0,3,4.1525423728813555,735.0
21128,21128,4,3,131776,0,7,0,5,0,0,60,0,2,3.5264900662251657,1065.0
21129,21129,4,3,134212,1,4,0,2,0,0,60,0,2,4.39412997903564,2096.0
21130,21130,4,3,135763,1,1,0,9,1,1,40,0,2,4.034722222222222,581.0
21131,21131,4,3,142092,1,5,1,2,1,0,120,0,0,4.8930817610062896,1556.0
21132,21132,4,3,158708,1,0,1,8,0,0,30,0,2,3.9069767441860463,1680.0
21133,21133,4,3,159287,1,6,1,3,0,0,90,0,2,3.7903014416775886,2892.0
21134,21134,4,3,161781,1,6,0,6,0,0,90,0,1,2.5952380952380953,545.0
21135,21135,4,3,162210,1,5,2,7,1,0,90,0,0,4.227467811158799,2955.0
21136,21136,4,3,164708,1,3,0,4,0,0,60,0,3,6.1521739130434785,283.0
21137,21137,4,3,171843,1,1,2,3,0,0,90,0,2,5.101214574898785,1260.0
21138,21138,4,3,173341,1,6,1,5,1,0,60,0,1,2.742857142857143,96.0
21140,21140,4,3,175940,1,3,0,4,0,0,60,0,2,3.225806451612903,900.0
21141,21141,4,3,177186,1,0,0,5,0,0,30,0,3,1.8,9.0
21142,21142,4,3,177472,0,0,2,4,0,0,30,0,1,4.6923076923076925,549.0
21143,21143,4,3,189117,1,11,2,7,1,0,30,0,0,4.225925925925926,1141.0
21144,21144,4,3,190780,1,6,1,6,0,0,120,0,2,3.4481546572934976,1962.0
21146,21146,4,3,195252,0,0,0,0,0,0,50,0,1,4.802197802197802,437.0
21147,21147,4,3,195897,1,7,2,6,0,0,60,0,2,4.559782608695652,1678.0
21148,21148,4,3,196132,1,11,2,7,1,0,60,0,2,4.590566037735849,2433.0
21149,21149,4,3,202606,1,2,1,9,0,0,60,0,2,3.804741980474198,2728.0
21150,21150,4,3,231017,1,6,0,9,1,0,30,0,2,4.3428571428571425,1520.0
21151,21151,4,3,232078,1,12,1,1,1,0,30,0,1,4.3076923076923075,112.0
21152,21152,4,3,233335,1,12,0,0,0,0,30,1,2,4.242152466367713,1892.0
21153,21153,4,3,233685,1,9,0,7,0,0,60,0,2,4.260076775431862,4439.0
21154,21154,4,3,236512,1,5,2,5,1,0,120,0,1,6.16,308.0
21155,21155,4,3,239908,1,8,0,7,0,0,150,0,2,3.1361867704280155,806.0
21156,21156,4,3,241728,1,11,0,2,0,0,30,0,0,4.588953797132236,8641.0
21157,21157,4,3,243926,1,1,0,4,0,0,90,0,1,4.054054054054054,750.0
21158,21158,4,3,247653,1,3,0,4,0,0,90,0,3,1.96,49.0
21159,21159,4,3,250159,0,7,1,6,0,0,150,0,2,3.8262295081967213,1167.0
21160,21160,4,3,253496,1,10,2,0,0,0,60,0,2,5.7446153846153845,1867.0
21161,21161,4,3,255449,1,6,0,2,0,1,30,0,3,3.0,15.0
21162,21162,4,3,269220,1,11,2,7,0,0,60,1,2,4.848484848484849,1600.0
21163,21163,4,3,270764,1,6,0,8,0,0,60,0,3,3.4545454545454546,38.0
21164,21164,4,3,270988,1,8,1,6,0,0,60,0,2,3.8312655086848637,1544.0
21165,21165,4,3,274967,1,6,0,4,1,0,30,0,2,4.62280701754386,1581.0
21166,21166,4,3,284095,0,9,1,9,0,0,120,0,0,3.525139664804469,1893.0
21168,21168,4,3,286262,1,8,2,9,0,1,120,1,2,3.656716417910448,490.0
21169,21169,4,3,286527,0,5,0,7,0,1,90,0,2,3.129032258064516,388.0
21171,21171,4,3,296222,1,7,0,8,0,0,90,0,0,3.2620320855614975,1220.0
21172,21172,4,3,298148,1,3,1,7,0,0,80,0,2,3.0368852459016393,741.0
21173,21173,4,3,299707,0,1,0,5,0,0,150,1,2,3.943952802359882,1337.0
21174,21174,4,3,302363,1,12,0,3,0,0,30,0,3,5.540816326530612,543.0
21175,21175,4,3,307953,1,6,2,8,1,0,30,0,2,2.876675603217158,1073.0
21176,21176,4,3,310968,1,9,2,2,0,0,60,0,2,4.414364640883978,1598.0
21178,21178,4,3,318769,1,7,2,3,0,0,60,0,2,3.5195911413969334,2066.0
21179,21179,4,3,318855,1,7,2,8,0,0,60,0,1,2.4473684210526314,93.0
21180,21180,4,3,322641,1,0,2,7,0,0,60,0,3,3.2538860103626943,628.0
21181,21181,4,3,325518,1,11,2,2,0,0,60,0,3,3.0,75.0
21182,21182,4,3,331622,1,1,2,8,0,0,150,0,3,2.2,11.0
21183,21183,4,3,332945,1,7,1,5,0,0,60,0,2,3.889526542324247,2711.0
21184,21184,4,3,333637,1,6,0,9,0,0,30,0,2,4.186206896551724,607.0
21185,21185,4,3,333976,1,11,0,0,0,1,30,0,1,2.8215158924205377,1154.0
21186,21186,4,3,336014,1,6,1,8,0,0,120,0,3,3.395348837209302,730.0
21188,21188,4,3,341010,1,6,2,3,1,0,30,0,1,4.304878048780488,2824.0
21189,21189,4,3,342187,1,4,2,1,0,0,60,0,1,1.0,1.0
21190,21190,4,3,344740,1,3,2,6,1,0,90,0,0,4.595135908440629,6424.0
21191,21191,4,3,345256,1,6,1,7,0,0,60,0,2,3.425396825396825,2158.0
21192,21192,4,3,345288,1,4,0,1,0,0,60,0,2,3.566997518610422,2875.0
21194,21194,4,3,348288,1,0,0,7,0,1,60,0,2,2.8922558922558923,859.0
21195,21195,4,3,355049,1,3,0,5,0,0,60,0,2,3.901269393511989,2766.0
21196,21196,4,3,355617,0,6,1,7,0,0,30,0,2,4.4375,1065.0
21197,21197,4,3,356735,1,6,0,8,0,0,30,1,2,4.286370597243492,2799.0
21198,21198,4,3,360266,0,4,1,8,1,0,60,0,0,3.6723404255319148,4315.0
21199,21199,4,3,364322,1,12,2,3,1,0,30,0,2,3.803030303030303,1004.0
21200,21200,4,3,369713,1,11,0,3,0,0,60,0,2,4.260744985673353,1487.0
21201,21201,4,3,369942,1,8,1,2,1,0,60,0,0,4.189239332096475,2258.0
21202,21202,4,3,372577,1,8,2,2,0,0,180,0,3,2.72,612.0
21203,21203,4,3,378825,1,9,0,2,0,0,60,0,2,3.0901213171577124,1783.0
21204,21204,4,3,381185,1,6,1,8,1,0,120,0,0,4.989595375722543,4316.0
21205,21205,4,3,381586,1,12,0,5,0,0,60,0,2,3.63302752293578,1188.0
21206,21206,4,3,381983,0,10,1,2,1,0,30,0,1,4.257894736842105,809.0
21207,21207,4,3,382432,1,9,2,0,1,1,60,0,3,4.219298245614035,481.0
21208,21208,4,3,387944,1,7,0,8,1,0,60,0,1,4.071979434447301,1584.0
21210,21210,4,3,390332,1,5,2,2,1,0,60,0,3,1.5,6.0
21211,21211,4,3,391301,1,0,2,8,0,1,30,0,1,2.3451327433628317,265.0
21212,21212,4,3,391572,1,11,0,1,0,0,60,0,3,1.0,1.0
21213,21213,4,3,396674,1,11,0,7,0,0,60,0,2,3.14123006833713,1379.0
21214,21214,4,3,398019,1,12,0,8,1,1,30,0,1,3.174778761061947,1435.0
21215,21215,4,3,398413,1,10,0,4,1,0,60,0,2,3.932935916542474,2639.0
21216,21216,4,3,401240,1,8,0,3,0,0,60,0,2,2.9198520345252774,2368.0
21217,21217,4,3,402295,1,1,2,5,0,0,60,0,2,3.6656534954407296,2412.0
21219,21219,4,3,404200,1,3,0,2,1,0,45,0,2,2.8181818181818183,806.0
21220,21220,4,3,404695,0,12,2,2,0,0,90,0,2,3.7720797720797723,1324.0
21221,21221,4,3,405125,1,11,0,2,0,0,90,0,0,4.5064935064935066,2082.0
21222,21222,4,3,407731,1,6,2,6,0,0,60,0,2,4.1465721040189125,1754.0
21223,21223,4,3,408763,1,5,0,3,0,0,60,0,2,3.236842105263158,1599.0
21224,21224,4,3,410587,1,5,1,1,1,0,65,0,2,3.8829174664107486,2023.0
21225,21225,4,3,410592,1,6,1,4,0,0,120,0,2,4.707287933094385,3940.0
21226,21226,4,3,411619,1,2,0,6,0,0,30,0,2,3.601086956521739,3313.0
21227,21227,4,3,418035,1,3,2,1,1,0,30,1,2,3.261501210653753,1347.0
21228,21228,4,3,418216,1,8,2,1,0,0,40,0,0,3.358862144420131,1535.0
21229,21229,4,3,423947,1,6,0,4,0,1,60,0,2,4.140712945590995,2207.0
21230,21230,4,3,425053,0,6,0,5,0,0,60,1,1,4.888888888888889,748.0
21231,21231,4,3,425858,1,3,2,3,0,0,60,1,1,5.3076923076923075,138.0
21232,21232,4,3,432484,1,6,0,4,1,0,30,0,3,3.912280701754386,223.0
21233,21233,4,3,434347,1,10,0,6,1,0,30,0,0,4.440251572327044,2118.0
21234,21234,4,3,434503,1,7,2,0,0,1,60,0,3,3.8943661971830985,553.0
21235,21235,4,3,436213,1,2,1,7,1,0,60,0,1,3.9342105263157894,598.0
21236,21236,4,3,436900,1,11,2,2,0,0,60,0,1,3.4375,110.0
21237,21237,4,3,441385,1,6,4,7,1,0,90,0,1,5.569037656903766,1331.0
21238,21238,4,3,441895,1,3,0,3,0,0,30,1,2,3.826498422712934,1213.0
